word,freq
supporters,"2,91"
supportes,"0,34"
supportons,"0,27"
supports,"1,22"
supposais,"2,3"
supposait,"3,18"
supposant,"1,89"
suppose,"34,12"
supposee,"1,63"
supposer,"14,46"
supposes,"1,02"
supposez,"1,28"
supposition,"2,5"
suppositions,"2,84"
supposons,"1,62"
suppression,"1,96"
supprimant,"1,28"
supprime,"4,19"
supprimer,"5,74"
supprimez,"0,07"
suppuraient,"0,07"
suppuration,"0,07"
suppute,"0,88"
supputees,"0,07"
supputent,"0,14"
suprematie,"1,08"
supreme,"21,76"
supremes,"1,22"
sur,"5679,52"
surabondance,"1,08"
surabondances,"0,27"
suractivee,"0,07"
suraigu,"1,28"
suraigue,"1,22"
suraigus,"0,61"
surajouter,"0,07"
suralimentation,"0,07"
surcharge,"2,71"
surchargee,"1,69"
surchargees,"1,15"
surcharges,"1,76"
surchauffe,"1,08"
surchauffee,"1,28"
surcompensation,"0,07"
surcroit,"16,96"
surdite,"2,16"
sure,"56,96"
sureau,"1,42"
sureaux,"0,47"
sureleve,"1,15"
surelevees,"0,41"
surement,"74,12"
surenchere,"1,76"
surencheres,"1,15"
surent,"1,42"
sures,"2,91"
surestime,"0,07"
surestimee,"0,14"
surete,"9,86"
surexcitait,"0,07"
surexcitee,"0,27"
surexcites,"0,54"
surf,"0,34"
surface,"51,49"
surfaces,"5,75"
surfaite,"0,21"
surfaits,"0,07"
surfer,"0,2"
surgelee,"0,14"
surgeles,"0,54"
surgi,"7,7"
surgie,"2,23"
surgir,"17,84"
surgirent,"1,55"
surgis,"1,96"
surgissaient,"5,2"
surgissait,"8,04"
surgissant,"3,85"
surgissent,"4,39"
surgit,"16,96"
surhomme,"0,81"
surhumain,"2,64"
surhumaine,"1,15"
surintendance,"0,07"
surintendant,"0,07"
surlendemain,"7,57"
surmene,"0,68"
surmenee,"0,27"
surmenees,"0,28"
surmener,"0,07"
surmontait,"1,62"
surmontant,"1,96"
surmonte,"7,91"
surmontee,"5,27"
surmontees,"1,82"
surmonter,5
surmontes,"2,3"
surnageant,"0,28"
surnagerent,"0,07"
surnaturel,"3,11"
surnaturelle,"2,3"
surnaturelles,"1,01"
surnaturels,"0,34"
surnom,"5,61"
surnommait,"1,08"
surnomme,"4,67"
surnoms,"0,88"
surnumeraire,"0,14"
surpasse,"0,82"
surpasser,"0,74"
surplis,"1,69"
surplomb,"2,03"
surplomba,"0,07"
surplombait,"2,3"
surplombant,"1,62"
surplombe,"2,84"
surplomberait,"0,07"
surplombions,"0,14"
surplus,"10,95"
surprenais,"1,76"
surprenait,"7,3"
surprenant,"11,96"
surprenante,"7,84"
surprenantes,"1,76"
surprenants,"1,35"
surprend,"7,09"
surprendre,"17,43"
surprends,"2,03"
surprenez,"0,27"
surpression,"0,14"
surpris,"63,78"
surprise,"86,21"
surprises,"10,21"
surprit,"10,61"
surrealisme,"1,96"
surrealiste,"2,23"
surrealistes,"1,69"
surreelles,"0,14"
surs,10
sursaut,"17,57"
sursauta,"8,78"
sursautai,"1,15"
sursautait,"1,15"
sursautant,"1,89"
sursautat,"0,07"
sursaute,"7,5"
sursauter,"5,95"
sursauts,"3,72"
sursis,"7,63"
surtout,"294,19"
survecu,"4,53"
surveillaient,"1,96"
surveillais,"1,89"
surveillait,"8,92"
surveillance,"12,16"
surveillant,"8,99"
surveillants,"1,55"
surveille,"9,39"
surveillee,"2,09"
surveillent,"1,69"
surveiller,"18,11"
surveillera,"0,07"
surveillerai,"0,27"
surveilleraient,"0,07"
surveillerait,"0,41"
surveilles,"1,83"
surveillez,"0,68"
surveillons,"0,2"
survenaient,"0,41"
survenais,"0,07"
survenait,"1,49"
survenir,"1,69"
survenu,"1,96"
survenue,"2,57"
survenues,"0,34"
survetement,"2,23"
survie,"6,08"
surviendra,"0,14"
survient,"1,96"
survint,"2,84"
survis,"0,47"
survit,"2,23"
survivait,"1,76"
survivant,"3,45"
survivante,"0,21"
survivants,"6,02"
survive,"0,54"
survivent,"1,22"
survivra,"0,54"
survivrai,"0,14"
survivrait,"1,28"
survivre,"11,42"
survivront,"0,54"
survole,"1,69"
survoler,"1,76"
sus,"10,95"
susceptibilite,"1,49"
susceptibilites,"1,08"
susceptible,"7,77"
susceptibles,"4,12"
suscita,"1,15"
suscitaient,"1,49"
suscitait,"2,97"
suscitant,"1,42"
suscite,"5,07"
suscitee,"1,42"
suscitent,"1,01"
susciter,"7,16"
suspect,"9,32"
suspectait,"0,2"
suspecte,"6,62"
suspecter,"0,88"
suspectes,"1,49"
suspects,"4,4"
suspend,"1,55"
suspendaient,"0,27"
suspendait,"1,28"
suspendit,"1,96"
suspendre,"4,19"
suspendront,"0,07"
suspendu,"17,97"
suspendue,"10,95"
suspendues,"4,53"
suspendus,"6,21"
suspens,"7,63"
suspense,"1,62"
suspension,"7,23"
suspicieuse,"0,34"
suspicieux,"0,54"
suspicion,"2,23"
sustentes,"0,07"
susurra,"1,08"
susurre,"1,01"
susurrer,"0,54"
sut,"27,03"
suture,"0,47"
svelte,"2,43"
syllabe,"2,3"
syllabes,"8,99"
symbiose,"0,41"
symbole,"12,57"
symboles,"6,35"
symbolique,"7,91"
symboliques,"1,62"
symbolisait,"1,28"
symbolise,"1,08"
symetrie,"2,7"
symetrique,"2,16"
symetriques,"1,76"
sympa,"7,16"
sympas,"0,61"
sympathie,"24,05"
sympathies,"2,09"
sympathique,"13,11"
sympathiques,"2,43"
sympathisants,"1,56"
symphonie,"4,86"
symphonies,"0,68"
symptome,"1,22"
symptomes,"3,18"
synagogue,"3,11"
synchro,"0,14"
syncope,"1,35"
syncopes,"0,41"
syndicale,"0,95"
syndicat,"5,2"
syndicats,"3,24"
syndique,"0,07"
syndiques,"0,89"
syndrome,"0,68"
synonyme,"1,49"
syntaxe,"1,96"
synthese,"1,82"
synthetique,"1,96"
syphilis,"1,01"
syphilitique,"0,41"
systematique,"3,45"
systeme,"42,23"
systemes,"4,73"
ta,"251,69"
tabac,"41,28"
tabasse,"0,61"
tabassee,"0,14"
tabasser,"1,01"
tabatiere,"2,16"
table,"341,82"
tableau,"57,84"
tableaux,"32,16"
tables,"38,79"
tablette,"6,76"
tablettes,"3,11"
tablier,"27,16"
tabliers,"3,18"
tabou,"2,64"
tabouret,"15,47"
tabourets,"2,91"
tabous,"1,76"
tacha,"1,35"
tachais,"1,35"
tachait,"2,77"
tachant,"2,84"
tache,"74,8"
tachee,"3,99"
tachees,"1,42"
tacher,"7,36"
tachera,"0,41"
tacherai,"1,62"
taches,"46,01"
tachete,"0,81"
tachetee,"1,08"
tachez,"1,96"
tachons,"0,47"
tachycardie,"0,47"
tacite,"4,26"
tacitement,"1,62"
tacites,"0,41"
taciturne,"5,41"
taciturnes,"1,15"
tacot,"0,74"
tact,"4,8"
tactique,"7,37"
tactiques,"0,95"
tagliatelle,"0,34"
taie,"1,96"
tailla,"1,01"
taillade,"0,34"
taillader,"0,34"
taillait,"3,11"
taillant,"1,42"
taille,"86,48"
taillee,"6,35"
taillees,"3,25"
taillent,"1,15"
tailler,"6,89"
tailles,"9,26"
tailleur,"22,64"
tailleurs,"2,57"
tailleuse,"0,07"
taillis,15
tain,"1,55"
tairai,"0,34"
taire,"31,69"
tais,"17,43"
taisaient,"4,53"
taisais,"2,5"
taisait,"12,36"
taisant,"2,03"
taise,"1,49"
taisent,5
taises,"0,14"
taisez,"4,39"
taisions,"1,08"
taisons,"1,82"
talc,"1,49"
talent,"31,08"
talents,"7,03"
talentueuse,"0,14"
talentueux,"0,81"
talion,"3,18"
talisman,"2,64"
talochaient,"0,07"
talochait,"0,07"
talocher,"0,07"
talon,"12,36"
talonnee,"0,2"
talonner,"0,2"
talons,"37,03"
talus,"19,53"
tambouille,"1,69"
tambour,"10,54"
tambourinait,"1,08"
tambourine,"1,08"
tambouriner,"1,42"
tambours,"8,78"
tamis,"1,82"
tamise,"0,07"
tamisee,"1,62"
tamoul,"0,14"
tampon,"5,14"
tamponnait,"0,95"
tamponnant,"0,41"
tamponne,"2,5"
tamponnes,"0,14"
tampons,"3,58"
tandem,"1,82"
tangentes,"0,54"
tangents,"0,14"
tangible,"1,55"
tango,"5,07"
tangos,"1,76"
tanguaient,"0,2"
tanguait,"2,64"
tangue,"1,96"
tanguent,"0,27"
tanguer,"1,55"
tangueraient,"0,07"
taniere,"3,92"
tanieres,"0,88"
tanin,"0,34"
tanne,"2,09"
tannee,"1,96"
tanneur,"0,27"
tant,"436,42"
tante,"110,95"
tantes,"7,43"
tantinet,"1,55"
tantot,"67,84"
tapage,"6,01"
tapageur,"1,28"
tapageurs,"0,54"
tapageuse,"1,01"
tapaient,"2,57"
tapais,"1,08"
tapait,"9,05"
tapant,"6,22"
tapantes,"0,27"
tape,"24,46"
tapent,"1,76"
taper,"20,07"
taperais,"0,2"
tapes,"2,97"
tapez,"0,14"
tapi,"5,13"
tapie,"3,38"
tapies,"0,75"
tapioca,"1,69"
tapis,"63,38"
tapissais,"0,07"
tapissait,"1,28"
tapisse,"1,82"
tapissee,"2,57"
tapissent,"0,34"
tapisserie,"9,73"
tapisseries,"2,84"
tapisses,"1,76"
tapissier,"1,22"
tapota,"3,18"
tapotait,"3,38"
tapotant,"3,31"
tapote,"3,11"
tapoter,"1,76"
taquinait,"1,15"
taquine,"1,49"
taquiner,"2,03"
taquins,"0,07"
tard,"362,64"
tarda,"3,51"
tardait,"4,46"
tarde,"7,7"
tarder,"12,09"
tardera,"0,47"
tarderait,"1,82"
tardif,"2,23"
tardive,"5,74"
tardivement,"1,35"
tardives,"1,35"
tare,"5,07"
taree,"0,27"
tarees,"0,07"
tarentules,"0,07"
tares,"3,52"
targuat,"0,07"
targue,"0,27"
tarie,"1,08"
taries,"0,68"
tarif,"2,84"
tarifs,"1,96"
tarin,"2,91"
tarir,"1,22"
tarit,"0,88"
tarots,"1,35"
tartares,"1,69"
tarte,"10,54"
tartes,"2,84"
tartine,"8,72"
tartines,"8,58"
tas,"83,78"
tassa,"1,08"
tassait,"2,03"
tasse,"32,7"
tassee,"3,72"
tassements,"0,07"
tasser,"1,76"
tassera,"0,27"
tasses,"11,82"
tassiez,"0,07"
tata,"3,38"
tatait,"2,03"
tatant,"2,03"
tate,"6,49"
tater,"5,74"
tatillon,"1,08"
tatillonnes,"0,07"
tatonna,"1,28"
tatonnant,"3,79"
tatonnante,"0,41"
tatonne,"2,36"
tatonnements,"1,55"
tatonnera,"0,07"
tatouage,"1,55"
tatouages,"1,82"
tatoue,"2,57"
tatouer,"0,81"
tatoueur,"1,01"
taudis,"3,24"
taulard,"0,61"
taulards,"1,22"
taule,"13,85"
taulier,"3,31"
tauliere,"1,49"
tauliers,"0,54"
taupe,"3,11"
taupes,"1,55"
taupiniere,"0,88"
taureau,10
taureaux,"3,38"
tauromachique,"0,14"
taux,"2,64"
taverne,"6,01"
tavernes,"2,5"
taxe,"1,42"
taxer,"1,15"
taxes,"0,68"
taxi,"41,22"
taxiphone,"0,07"
taxis,"5,61"
te,"774,32"
technicien,"1,21"
techniciens,"3,71"
technique,"18,72"
techniquement,"0,61"
techniques,"8,38"
technologie,"0,54"
technologique,"0,27"
teckel,"0,81"
teigne,"1,02"
teigneux,"2,03"
teindre,"1,22"
teint,"25,95"
teinte,"10,74"
teintee,"2,77"
teintees,"1,15"
teintent,"0,14"
teintes,"6,75"
teints,"3,18"
teinture,"3,04"
teinturier,"1,08"
tel,"133,31"
tele,"25,27"
telecommande,"0,27"
telegramme,"34,59"
telegrammes,"4,19"
telegraphe,"0,68"
telegraphiai,"1,08"
telegraphie,"1,82"
telegraphique,"1,42"
telegraphiques,"1,55"
telepathe,"0,07"
telepathie,"0,47"
telephona,"4,53"
telephonait,"3,31"
telephonant,"1,49"
telephone,"123,32"
telephoner,"19,73"
telephonerai,"1,35"
telephonerait,"1,42"
telephones,"3,52"
telephonez,"1,69"
telephonique,"7,7"
telephoniques,"3,18"
teles,"0,88"
telescope,"0,88"
telescripteurs,"0,95"
telespectateurs,"0,27"
televise,"1,21"
television,"23,51"
televisuel,"0,2"
televisuelle,"0,07"
televisuels,"0,07"
telex,"1,49"
telle,"127,77"
tellement,"168,51"
telles,"28,38"
tellurique,"1,42"
tels,"35,41"
temeraire,"2,5"
temerite,"1,22"
temoignage,"10,95"
temoignages,"8,78"
temoignaient,"2,91"
temoignait,"5,27"
temoignant,"1,35"
temoigne,"5,33"
temoignent,"1,35"
temoigner,"7,64"
temoignerai,"0,07"
temoin,"28,38"
temoins,"17,64"
tempe,"9,66"
temperament,"9,05"
temperature,"10,41"
temperatures,"0,54"
temperees,"0,34"
tempes,"19,8"
tempetais,"0,14"
tempete,"25,21"
tempetes,"7,03"
tempetueux,"0,14"
temple,"13,72"
temples,"6,49"
templier,"3,65"
templiers,"2,09"
tempo,"1,22"
temporaire,"2,57"
temporairement,"0,95"
temporalites,"0,07"
temporel,"1,08"
temporelle,"0,54"
temporels,"0,14"
temporisait,"0,07"
temps,"1289,39"
tenable,"0,68"
tenace,"10,2"
tenaces,"2,23"
tenacite,"2,3"
tenaient,"35,68"
tenaillait,"1,42"
tenaille,"1,96"
tenaillee,"0,14"
tenailles,"1,22"
tenais,"24,8"
tenait,"179,12"
tenanciere,"1,08"
tenanciers,"0,34"
tenant,"51,83"
tenante,"1,69"
tenants,"2,3"
tend,"31,22"
tendaient,"6,15"
tendais,"2,03"
tendait,"24,12"
tendance,"14,26"
tendances,"6,62"
tendant,"16,01"
tendent,"5,2"
tendeurs,"0,34"
tendez,"0,54"
tendirent,"1,49"
tendis,"2,7"
tendit,"51,22"
tendons,"3,65"
tendre,"67,97"
tendrement,"12,84"
tendres,"16,22"
tendresse,"59,39"
tendresses,"2,3"
tends,"6,15"
tendu,"39,06"
tendue,"25,74"
tendues,"8,25"
tendus,"15,07"
tenebres,"26,15"
tenebreuse,"2,36"
tenebreux,"4,66"
teneur,"1,35"
tenez,"30,61"
teniez,"0,95"
tenions,"4,8"
tenir,"126,82"
tennis,"13,24"
tenons,"4,12"
tenor,"2,03"
tension,"14,93"
tensions,"0,68"
tenta,"14,19"
tentacules,"2,3"
tentai,"3,38"
tentaient,"4,73"
tentais,"2,16"
tentait,"15,41"
tentant,"5,07"
tentants,"0,2"
tentateurs,"0,14"
tentation,"16,01"
tentations,"4,59"
tentative,"14,12"
tentatives,"5,41"
tente,"58,24"
tentee,"2,64"
tentent,"1,76"
tenter,"32,43"
tentera,"0,34"
tenterait,"1,42"
tenterent,"1,96"
tentes,"8,72"
tentez,"0,54"
tentons,"0,2"
tenture,"3,24"
tentures,"4,93"
tenu,"59,87"
tenue,"42,57"
tenues,"8,25"
tenus,"7,77"
tequila,"0,2"
terebenthine,"1,28"
tergiversais,"0,07"
tergiversations,"1,28"
terme,"34,86"
termes,"24,86"
termina,"5,2"
terminaient,"2,09"
terminait,"7,91"
terminal,"0,55"
terminale,"1,29"
terminant,"2,43"
termine,"44,79"
terminee,"12,7"
terminees,"2,91"
terminent,"1,49"
terminer,"13,18"
terminera,"0,34"
terminerait,"1,28"
terminerez,"0,14"
termines,"2,64"
terminions,"0,2"
terminologie,"0,27"
terminologique,"0,07"
terminus,5
termites,"1,96"
termitieres,"0,2"
terne,"9,73"
ternes,"6,42"
terni,"2,23"
ternie,"0,75"
ternir,"1,49"
ternissait,"1,22"
ternit,"1,01"
terrai,"0,07"
terrain,"64,86"
terrains,"9,86"
terrassait,"0,27"
terrassat,"0,07"
terrasse,"63,38"
terrassee,"0,81"
terrassement,"0,68"
terrasses,"12,91"
terrassier,"1,15"
terrassiers,"1,82"
terre,"422,1"
terreau,"3,72"
terrent,"0,34"
terrer,"1,96"
terres,"32,1"
terrestre,"7,36"
terrestres,"5,2"
terreur,"23,78"
terreurs,"3,31"
terreuse,"2,36"
terreuses,"1,01"
terreux,"2,5"
terrible,"73,24"
terriblement,"14,53"
terribles,"14,86"
terrien,"1,15"
terrienne,"0,34"
terriennes,"0,41"
terriens,"0,95"
terrier,"2,23"
terrifiant,"4,86"
terrifiante,"3,31"
terrifiantes,"1,28"
terrifiants,"1,35"
terrifie,"3,59"
terrifiee,"1,42"
terrine,"2,23"
terrines,"1,08"
territoire,"36,08"
territoires,"22,16"
territoriale,"1,22"
territoriales,"1,08"
terroir,"1,82"
terrorisants,"0,07"
terrorise,"2,43"
terroriser,"0,88"
terrorisme,"1,15"
terroriste,"1,48"
terroristes,"2,64"
tertio,"0,81"
tertre,"2,23"
tes,145
tessons,"2,16"
test,"2,91"
testament,"7,7"
teste,"0,48"
testee,"0,07"
tester,"0,81"
testicules,"1,62"
tests,"2,7"
tetaient,"0,07"
tetait,"0,34"
tetanisation,"0,07"
tetant,"0,54"
tetards,"1,55"
tete,"862,84"
tetee,"0,88"
tetent,"0,2"
teter,"2,03"
tetes,"61,96"
teton,"0,47"
tetons,"1,28"
tetu,"5,14"
tetue,"2,77"
texte,"31,42"
textes,"11,82"
textile,"1,48"
textuellement,"1,08"
texture,"1,69"
the,"44,19"
theatral,"3,51"
theatrale,"3,45"
theatre,"64,32"
theatres,"3,85"
theiere,"2,43"
theieres,"0,47"
theme,"10,54"
themes,"3,72"
theologie,"4,19"
theologiennes,"0,07"
theologiens,"1,22"
theorie,"8,04"
theories,"7,23"
theorique,"2,43"
theoriquement,"2,7"
theoriques,"1,15"
therapeute,"0,07"
therapeutique,"0,75"
therapie,"0,07"
thermal,"0,54"
thermique,"0,34"
thermiques,"0,14"
thermodynamique,"0,34"
thermoformage,"0,07"
thermometre,"5,07"
thermos,"2,36"
thesards,"0,07"
these,"7,77"
theses,"1,55"
thon,"1,89"
thoracique,"1,42"
thorax,"2,03"
thune,5
thym,"2,09"
tibia,"1,01"
tibias,"2,03"
tic,"4,86"
ticket,"6,15"
tickets,"9,66"
tics,5
tiede,"36,69"
tiedes,"8,04"
tiedeur,10
tiedies,"0,07"
tiedissait,"0,27"
tiedissant,"0,14"
tien,"5,81"
tiendra,"4,59"
tiendrai,"1,89"
tiendraient,"1,28"
tiendrais,"1,89"
tiendrait,"6,49"
tiendras,"0,61"
tiendrez,"0,74"
tiendrons,"0,74"
tiendront,"0,68"
tienne,"13,99"
tiennent,"24,26"
tiennes,"1,29"
tiens,"137,29"
tient,"96,69"
tierce,"3,45"
tierces,"0,21"
tiers,"16,28"
tige,"11,15"
tiges,"11,08"
tignasse,"4,46"
tigre,"4,86"
tigres,"2,5"
tigresse,"1,08"
tilleul,5
tilleuls,"6,01"
tilt,"1,49"
timbale,"1,76"
timbre,"14,4"
timbree,"1,42"
timbres,"7,64"
timide,"19,53"
timidement,"11,22"
timides,"5,61"
timidite,"11,15"
timing,"0,07"
timorees,"0,07"
tinrent,"1,55"
tint,"17,77"
tintait,"1,08"
tintamarre,"3,31"
tintant,"1,15"
tinte,"1,55"
tintement,"6,82"
tintements,"1,96"
tintent,"1,82"
tinter,"3,92"
tiquai,"0,07"
tique,"0,88"
tiquent,"0,07"
tir,"16,01"
tira,"39,59"
tirade,"3,18"
tirage,"5,07"
tirages,"0,95"
tirai,"2,43"
tiraient,"10,47"
tirailleur,"0,88"
tirailleurs,"5,61"
tirais,"3,24"
tirait,"34,86"
tirant,"27,64"
tire,"120,2"
tiree,"12,77"
tirees,"4,73"
tirelire,"2,09"
tirent,"10,95"
tirer,"99,73"
tirera,"2,16"
tirerai,"1,08"
tirerais,"0,61"
tirerait,"3,24"
tireras,"0,54"
tirerent,"2,03"
tirerez,"0,54"
tireront,"0,61"
tires,"22,36"
tireur,"5,41"
tireurs,"2,64"
tirez,"3,51"
tiroir,"26,22"
tiroirs,"10,88"
tirons,"1,82"
tirs,"2,84"
tisane,"3,78"
tisanes,"1,01"
tisonnier,"0,88"
tissage,"1,49"
tissait,"1,22"
tisse,"1,89"
tissee,"1,69"
tisser,"2,36"
tisses,"1,15"
tissu,"26,9"
tissus,"9,33"
titan,"0,68"
titane,"0,2"
titilla,"0,07"
titillaient,"0,07"
titillations,"0,07"
titillement,"0,14"
titiller,"0,34"
titre,"53,45"
titres,"18,18"
titubait,"1,96"
titubant,"6,89"
titubante,"1,49"
titube,"2,3"
tituber,"1,35"
titulaire,"1,22"
toast,"1,96"
toasts,"2,43"
toboggan,"1,22"
toc,"10,6"
tocard,"1,35"
tocardes,"0,07"
toge,"1,35"
toi,"450,34"
toile,"81,35"
toiles,"25,27"
toilette,"32,3"
toilettes,"13,38"
toisa,"3,04"
toise,"1,89"
toison,"5,74"
toisons,"0,61"
toit,"54,59"
toits,"37,16"
toiture,"5,95"
toitures,"1,62"
tole,"12,5"
tolerable,"1,01"
tolerait,"2,3"
tolerance,"4,39"
tolerant,"1,01"
tolere,"3,92"
tolerer,"2,97"
tolererai,"0,2"
toles,"2,91"
tolle,"0,47"
tomate,"5,74"
tomates,"7,57"
tomba,"31,08"
tombai,"3,58"
tombaient,"18,65"
tombais,"2,43"
tombait,"49,05"
tombale,"1,49"
tombales,"1,22"
tombant,"15,54"
tombante,5
tombantes,"1,15"
tombe,"135,67"
tombeau,"8,92"
tombeaux,"3,04"
tombee,"42,91"
tombees,"5,07"
tombent,"17,97"
tomber,"133,18"
tombera,"2,16"
tomberais,"0,81"
tomberait,"3,18"
tomberas,"0,07"
tombereau,"1,15"
tombereaux,"1,35"
tomberent,"6,08"
tomberont,"0,95"
tombes,"26,42"
tombeur,"0,74"
tombez,"1,96"
tombola,"0,61"
tombons,"1,08"
tome,"4,66"
tomes,"2,43"
ton,"138,45"
tonalite,"2,5"
tondeuse,"1,49"
tondre,"1,01"
tondu,"3,11"
tondus,"1,22"
tonique,"1,82"
tonitruance,"0,07"
tonitruante,"1,28"
tonnage,"1,42"
tonnant,"0,21"
tonne,"3,72"
tonneau,"6,89"
tonneaux,"5,27"
tonnelet,"1,15"
tonnelets,"0,41"
tonnelle,"2,84"
tonner,"1,28"
tonnerre,"18,65"
tonnes,"11,55"
tons,"7,91"
tonton,"11,89"
top,"2,09"
topo,"2,36"
topographie,"1,35"
toquardes,"0,07"
toque,"6,89"
toquee,"0,34"
toques,"1,15"
torchaient,"0,07"
torche,"8,78"
torcher,"1,89"
torches,"4,87"
torchis,"2,23"
torchon,"7,23"
torchons,"2,91"
tord,"4,8"
tordaient,"1,89"
tordait,"6,89"
tordant,"5,2"
tordantes,"0,07"
tordent,"1,28"
tordit,"2,64"
tordre,"5,27"
tords,"0,74"
tordu,"8,65"
tordue,"6,28"
tordues,"2,91"
tordus,"5,41"
torero,"1,35"
toreros,"1,08"
torgnoles,"0,61"
tornade,"3,11"
tornades,"1,01"
torpeur,"13,24"
torpille,"0,75"
torpilles,"1,08"
torrent,"11,96"
torrents,"4,39"
torride,"3,18"
torrides,"1,15"
torsade,"1,01"
torsades,"1,89"
torse,"22,23"
torses,"3,24"
torsion,"2,23"
tort,"51,55"
tortillais,"0,2"
tortillait,"2,09"
tortillant,"1,49"
tortillard,"1,62"
tortille,"1,96"
tortiller,"1,82"
tortionnaire,"1,28"
tortionnaires,"1,15"
torts,"3,45"
tortue,5
tortues,"1,75"
tortueux,"1,49"
torturait,"2,36"
torture,"18,45"
torturee,"1,96"
torturer,"3,78"
tortures,"7,03"
torve,"1,96"
tot,"126,76"
total,"25,88"
totale,"24,86"
totalement,"22,16"
totalitaire,"1,08"
totalite,"9,26"
toubib,"11,35"
toubibs,"2,36"
toucha,"10,95"
touchai,"1,82"
touchaient,"6,15"
touchais,"3,04"
touchait,"18,58"
touchant,"13,65"
touchante,"2,7"
touchantes,"1,01"
touche,"69,93"
touchee,"6,15"
touchent,"6,69"
toucher,"66,08"
touchera,"1,35"
toucherai,"0,61"
toucherais,"0,47"
toucherait,"1,62"
toucheras,"0,14"
toucherent,"1,22"
toucherez,"0,41"
touches,"11,27"
touchez,"2,84"
touchions,"1,08"
touchons,"0,81"
touffe,"6,69"
touffes,10
touffu,"1,49"
touffus,"2,09"
touille,"0,14"
touillee,"0,07"
touiller,"0,54"
touilles,"0,07"
toujours,"1093,78"
toupet,"2,23"
toupie,"3,04"
tour,"280,27"
tourbe,"1,96"
tourbes,"0,07"
tourbillon,"11,01"
tourbillonnais,"0,07"
tourbillonnait,"1,08"
tourbillonnant,"1,62"
tourbillonne,"1,01"
tourbillons,"6,76"
tourelle,"1,69"
tourelles,"2,23"
tourisme,"4,66"
touriste,"6,28"
touristes,"17,91"
touristique,"2,16"
touristiques,"1,35"
tourment,"5,41"
tourmenta,"0,41"
tourmentait,"2,64"
tourmente,"10,34"
tourmentee,"2,02"
tourmentent,"0,54"
tourmenter,"3,58"
tourmentera,"0,07"
tourmenterent,"0,07"
tourmentes,"0,61"
tourments,"6,89"
tourna,"58,72"
tournage,"2,36"
tournages,"0,34"
tournai,"5,07"
tournaient,"16,42"
tournais,"3,58"
tournait,"50,41"
tournant,"55,26"
tournante,"1,35"
tournants,"2,5"
tourne,"104,86"
tournee,"30,68"
tournees,"7,71"
tournelle,"1,15"
tournent,"11,35"
tourner,"68,78"
tournera,"0,68"
tournerait,"1,82"
tournerent,"4,59"
tournes,"6,36"
tournesol,"0,61"
tournesols,"0,61"
tournevis,"3,24"
tournez,"1,55"
tournions,"0,68"
tourniquet,"2,3"
tournis,"1,62"
tournoi,"2,16"
tournoie,"1,28"
tournoiement,"1,15"
tournoient,"2,3"
tournois,"1,36"
tournons,"1,82"
tournoyaient,"2,5"
tournoyait,"1,96"
tournoyant,"2,97"
tournoyer,"3,65"
tournure,"6,42"
tournures,"1,82"
tours,"28,45"
tourte,"0,54"
tourtereaux,"0,61"
tourterelle,"1,01"
tourtes,"0,2"
tous,"1155,27"
toussa,"5,34"
toussait,"3,65"
tousse,"5,88"
tousser,"5,81"
toussota,"2,43"
toussotent,"0,07"
tout,"3874,86"
toute,"802,3"
toutefois,"35,47"
toutes,610
toutou,"1,55"
toux,"12,23"
toxines,"0,07"
toxique,"0,34"
toxiques,"0,48"
trac,"8,24"
traca,"2,36"
tracaient,"1,82"
tracait,"3,24"
tracant,"2,3"
tracas,"4,46"
tracassait,"1,42"
tracasse,"1,76"
tracasser,"0,68"
tracat,"0,14"
trace,"56,42"
tracee,"3,24"
tracees,"3,31"
tracent,"1,42"
tracer,"7,23"
traces,"45,27"
trachee,"0,34"
tracions,"0,07"
tract,"2,5"
tractations,"1,69"
tracte,"0,21"
tracteur,"5,61"
tracteurs,"1,62"
traction,"7,43"
tracts,"6,89"
tradition,"23,38"
traditionaliste,"0,61"
traditionnel,"5,47"
traditionnelle,"5,14"
traditionnelles,"2,43"
traditionnels,"2,16"
traditions,"10,54"
traducteur,"2,09"
traduction,"8,45"
traductions,"2,7"
traduire,"11,01"
traduis,"1,22"
traduisait,"4,86"
traduisant,"1,08"
traduisez,"0,2"
traduisit,"1,69"
traduit,"8,24"
traduits,"1,08"
trafic,"8,65"
trafics,"1,62"
trafiquant,"1,62"
trafiquants,"2,09"
trafique,"0,54"
trafiquees,"0,07"
trafiquent,"0,34"
trafiquer,"1,01"
trafiquions,"0,07"
tragedie,"10,88"
tragedies,"3,58"
tragique,"21,96"
tragiquement,"1,96"
tragiques,5
trahi,"9,33"
trahie,"4,19"
trahir,"11,01"
trahira,"0,34"
trahirai,"0,07"
trahirent,"0,2"
trahis,"3,38"
trahison,"15,27"
trahisons,"3,24"
trahissaient,"1,55"
trahissait,"4,59"
trahissant,"1,02"
trahissent,"1,62"
trahissez,"0,27"
trahit,"4,53"
train,"271,28"
traina,"4,05"
trainai,"1,08"
trainaient,"11,15"
trainaillons,"0,07"
trainais,"2,16"
trainait,"19,59"
trainames,"0,07"
trainant,"16,22"
trainante,"1,96"
trainantes,"0,61"
trainards,"1,35"
traine,"32,84"
traineau,"3,45"
traineaux,"1,08"
trainee,"8,17"
trainees,"8,45"
trainent,"7,03"
trainer,"28,04"
traineront,"0,2"
traines,"2,44"
trainez,"0,47"
trains,"17,36"
