,word,pron,freq,len,phlen
219094,pausenloser,pauz@nloz@r,0.17,11,11
219099,pausieren,pauzir@n,1.17,9,8
219104,pausiert,pauzirt,0.17,8,7
219105,pausierte,pauzirt@,0.33,9,8
219106,pausierten,pauzirt@n,0.17,10,9
219115,pazifische,patsifiS@,0.33,10,9
219117,pazifischen,patsifiS@n,1.33,11,10
219126,pazifistisch,patsifistiS,0.33,12,11
219127,pazifistische,patsifistiS@,0.17,13,12
219129,pazifistischen,patsifistiS@n,0.83,14,13
219130,pazifistischer,patsifistiS@r,0.17,14,13
219131,pazifistisches,patsifistiS@s,0.17,14,13
219149,passt,past,21.33,5,4
219150,passte,past@,8.17,6,5
219151,passten,past@n,2.0,7,6
219161,pechschwarze,peCSvarts@,0.67,12,10
219163,pechschwarzen,peCSvarts@n,0.33,13,11
219164,pechschwarzer,peCSvarts@r,0.17,13,11
219165,pechschwarzes,peCSvarts@s,0.17,13,11
219183,pedantisch,pedantiS,1.0,10,8
219184,pedantische,pedantiS@,0.5,11,9
219186,pedantischen,pedantiS@n,0.67,12,10
219187,pedantischer,pedantiS@r,0.67,12,10
219218,peilen,pail@n,0.33,6,6
219223,peilt,pailt,0.67,5,5
219225,peilten,pailt@n,0.17,7,7
219229,peinigen,painig@n,0.5,8,8
219230,peinigend,painig@nt,0.17,9,9
219236,peinigten,painiCt@n,0.17,9,9
219239,peinlich,painliC,17.17,8,7
219240,peinliche,painliC@,4.83,9,8
219241,peinlichem,painliC@m,0.17,10,9
219242,peinlichen,painliC@n,3.0,10,9
219243,peinlicher,painliC@r,2.17,10,9
219244,peinlichere,painliC@r@,0.17,11,10
219246,peinlicheren,painliC@r@n,0.33,12,11
219249,peinliches,painliC@s,0.67,10,9
219250,peinlichst,painliCst,0.5,10,9
219251,peinlichste,painliCst@,0.5,11,10
219253,peinlichsten,painliCst@n,0.67,12,11
219277,peinvoller,painfol@r,0.17,10,9
219291,peitschen,paitS@n,0.83,9,7
219296,peitscht,paitSt,1.17,8,6
219297,peitschte,paitSt@,1.0,9,7
219298,peitschten,paitSt@n,0.67,10,8
219304,pejorativen,p@jorativ@n,0.17,11,11
219308,pekuniare,pekunjer@,0.17,9,9
219310,pekuniaren,pekunjer@n,0.17,10,10
219325,pellt,pelt,0.17,5,4
219326,pellte,pelt@,0.17,6,5
219341,pelzgefuttert,peltsg@fyt@rt,0.17,13,13
219344,pelzgefutterten,peltsg@fyt@rt@n,0.83,15,15
219347,pelzt,peltst,0.17,5,6
219353,pendeln,pend@ln,1.0,7,7
219354,pendelnd,pend@lnt,0.33,8,8
219356,pendelt,pend@lt,0.83,7,7
219357,pendelte,pend@lt@,0.67,8,8
219358,pendelten,pend@lt@n,0.33,9,9
219361,pendle,pendl@,0.17,6,6
219362,penetrant,penetrant,0.17,9,9
219363,penetrante,penetrant@,0.17,10,10
219366,penetranter,penetrant@r,0.5,11,11
219396,penibel,penib@l,0.67,7,7
219405,peniblen,penibl@n,0.17,8,8
219406,penibler,penibl@r,0.17,8,8
219437,pensionieren,penzjonir@n,0.5,12,11
219442,pensioniert,penzjonirt,1.0,11,10
219443,pensionierte,penzjonirt@,0.17,12,11
219444,pensionierten,penzjoni@rt@n,1.5,13,13
219447,pensionsberechtigt,penzjonsb@reCtiCt,0.33,18,17
219457,pensionsreifer,penzjonsraif@r,0.17,14,14
219459,per,pe@r,51.83,3,4
219460,perfekt,pe@rfekt,9.5,7,8
219461,perfekte,pe@rfekt@,4.17,8,9
219462,perfektem,pe@rfo@r@kt@m,0.33,9,13
219463,perfekten,pe@rfo@r@kt@n,2.33,9,13
219464,perfekter,pe@rfo@r@kt@r,2.5,9,13
219470,perfektes,pe@rfekt@s,0.67,9,10
219472,perfekteste,pe@rfo@r@ktest@,0.17,11,15
219478,perfektionieren,pe@rfo@r@ktsjonir@n,0.17,15,19
219483,perfektioniert,pe@rfo@r@ktsjonirt,0.17,14,18
219484,perfektionierte,pe@rfo@r@ktsjonirt@,0.17,15,19
219489,perfektionistische,pe@rfo@r@ktsjonistiS@,0.17,18,21
219512,perfide,pe@rfo@rid@,0.17,7,11
219514,perfiden,pe@rfo@rid@n,0.33,8,12
219515,perfider,pe@rfo@rid@r,0.17,8,12
219521,perfides,pe@rfo@rid@s,0.17,8,12
219545,periodisch,p@riodiS,1.67,10,8
219546,periodische,p@riodiS@,0.5,11,9
219548,periodischen,p@riodiS@n,0.33,12,10
219549,periodischer,p@riodiS@r,0.67,12,10
219551,peripher,perif@r,0.67,8,7
219552,periphere,perif@r@,0.33,9,8
219554,peripheren,perif@r@n,0.33,10,9
219556,peripheres,perife@rS@s,0.17,10,11
219558,peripherische,perif@riS@,0.17,13,10
219579,perlenbesetzten,pe@rl@nb@zetst@n,0.17,15,16
219588,perlend,pe@rluent,0.17,7,9
219615,perlt,pe@rlt,0.33,5,6
219616,perlte,p@rlt@,0.33,6,6
219620,permanent,pe@rmanent,2.0,9,10
219621,permanente,pe@rmanent@,2.5,10,11
219622,permanentem,pe@rmatsnent@m,0.17,11,14
219623,permanenten,pe@rmanent@n,1.67,11,12
219624,permanenter,pe@rmatsnent@r,1.0,11,14
219625,permanentes,pe@rmatsnent@s,0.17,11,14
219661,permutieren,pe@rmautir@n,0.17,11,12
219666,permutiert,pe@rmautirt,0.67,10,11
219668,permutierten,pe@rmautirt@n,0.17,12,13
219694,perplex,pe@rpleks,0.33,7,9
219719,persiflierten,pe@rzoiflirt@n,0.17,13,14
219722,persisch,pe@rzoiS,0.17,8,8
219723,persische,pe@rziS@,2.83,9,8
219725,persischen,pe@rzoiS@n,4.0,10,10
219726,persischer,pe@rzoiS@r,0.67,10,10
219727,persisches,pe@rzoiS@s,0.17,10,10
219752,personale,pe@rzonalk@,0.83,9,11
219754,personalen,pe@rzonalk@n,1.0,10,12
219755,personaler,pe@rzonalk@r,0.17,10,12
219757,personell,pe@rzona@l,1.17,9,10
219758,personelle,pe@rzona@l@,6.5,10,11
219759,personellem,pe@rzona@l@m,0.17,11,12
219760,personellen,pe@rzona@l@n,5.83,11,12
219761,personeller,pe@rzona@l@r,0.17,11,12
219792,personifiziert,pe@rzoniffitsj@rt,0.33,14,17
219793,personifizierte,pe@rzoniffitsj@rt@,0.33,15,18
219797,perspektivisch,pe@rzspektiviS,0.17,14,14
219798,perspektivische,pe@rzspektiviS@,0.5,15,15
219800,perspektivischen,pe@rzspektiviS@n,1.33,16,16
219801,perspektivischer,pe@rzspektiviS@r,0.17,16,16
219809,personlich,pe@rz2nliC,49.67,10,10
219810,personliche,pe@rz2nliC@,37.83,11,11
219811,personlichem,pe@rzo9nliC@m,2.67,12,13
219812,personlichen,pe@rz2nliC@n,43.33,12,12
219813,personlicher,pe@rz2nliC@r,7.5,12,12
219814,personliches,pe@rz2nliC@s,7.67,12,12
219816,peruanische,peruaniS@,1.83,11,9
219818,peruanischen,peruaniS@n,2.67,12,10
219819,peruanischer,peruaniS@r,0.17,12,10
219821,pervers,p9@rrv@rs,1.17,7,9
219822,perverse,p9@rrv@rz@,0.33,8,10
219844,pervertiert,p9@rrf@rtirt,0.67,11,12
219846,pervertierten,p9@rrf@rtirt@n,0.17,13,14
219872,pessimistisch,pesimistiS,2.5,13,10
219873,pessimistische,pesimistiS@,1.17,14,11
219875,pessimistischen,pesimistiS@n,2.0,15,12
219876,pessimistischer,pesimistiS@r,0.5,15,12
219877,pessimistischere,pesimistiS@r@,0.17,16,13
219909,petrifizierten,petrifitsj@rt@n,0.17,14,15
219915,petrochemischen,petroxemiS@n,0.83,15,12
219978,pfefferte,pfef@rt@,0.33,9,8
219979,pfefferten,pfef@rt@n,0.17,10,9
219999,pfeife,pfaif@,0.67,6,6
220000,pfeifen,pfaif@n,4.67,7,7
220001,pfeifend,pfaifent,2.17,8,8
220005,pfeift,pfaift,3.17,6,6
220017,pfeilschnell,pfailSnel,0.33,12,9
220018,pfeilschnelle,pfailSnel@,0.17,13,10
220021,pfeilschneller,pfailSnel@r,0.17,14,11
220027,pfenniggrosser,pfeniCgros@r,0.17,14,12
220029,pfennigweise,pfeniCvaiz@,0.17,12,11
220031,pferchen,pf@rC@n,0.17,8,7
220041,pfiff,pfif,7.5,5,4
220043,pfiffen,pfif@n,2.0,7,6
220046,pfiffig,pfifiC,0.17,7,6
220047,pfiffige,pfifig@,0.67,8,7
220049,pfiffigen,pfifig@n,0.5,9,8
220050,pfiffiger,pfifig@r,0.33,9,8
220065,pflanze,pflants@,0.17,7,8
220066,pflanzen,pflants@n,1.5,8,9
220071,pflanzliche,pflantsliC@,0.5,11,11
220072,pflanzlichem,pflantsliC@m,0.17,12,12
220073,pflanzlichen,pflantsliC@n,0.83,12,12
220074,pflanzlicher,pflantsliC@r,0.33,12,12
220075,pflanzliches,pflantsliC@s,0.17,12,12
220076,pflanzt,pflantst,1.5,7,8
220077,pflanzte,pflantst@,0.33,8,9
220078,pflanzten,pflantst@n,0.67,9,10
220082,pflastern,pflast@rn,0.17,9,9
220101,pflege,pfleg@,1.17,6,6
220108,pflegebedurftig,pfleg@b@dy@rftiC,0.33,15,16
220109,pflegebedurftige,pfleg@b@dy@rftig@,0.33,16,17
220111,pflegebedurftigen,pfleg@b@dy@rftig@n,0.33,17,18
220126,pflegeleichte,pflek@laiCt@,0.17,13,12
220129,pflegeleichter,pfleg@laiCt@r,0.17,14,13
220131,pflegen,pfleg@n,9.17,7,7
220132,pflegend,pfleg@nt,0.17,8,8
220133,pflegerisch,pfleg@riS,0.17,11,9
220136,pflegerischen,pfleg@riS@n,0.17,13,11
220137,pflegerischer,pfleg@riS@r,0.33,13,11
220141,pfleglich,pflekliC,0.33,9,8
220144,pfleglichen,pflekliC@n,0.17,11,10
220164,pflegst,pflekst,0.17,7,7
220165,pflegt,pflekt,5.5,6,6
220166,pflegte,pflekt@,11.17,7,7
220167,pflegten,pflekt@n,3.0,8,8
220170,pflichtbewusst,pfliCtb@vust,0.17,14,12
220171,pflichtbewusste,pfliCtb@vust@,0.17,15,13
220173,pflichtbewussten,pfliCtb@vust@n,0.67,16,14
220174,pflichtbewusster,pfliCtb@vust@r,0.17,16,14
220180,pflichtbewusstes,pfliCtb@vust@s,0.17,16,14
220193,pflichtgemass,pfliCtg@mes,0.5,13,11
220195,pflichtgemassem,pfliCtg@mes@m,0.17,15,13
220196,pflichtgemassen,pfliCtg@mes@n,0.5,15,13
220197,pflichtgemasser,pfliCtg@mes@r,0.17,15,13
220205,pflichtschuldig,pfliCtSuldiC,0.33,15,12
220206,pflichtschuldigst,pfliCtSuldiCst,0.33,17,14
220253,pflichtversichert,pfliCtfe@rziC@rt,0.5,17,16
220259,pflichtwidrig,pfliCtvidriC,0.17,13,12
220276,pflog,pflok,0.17,5,5
220298,pfluckt,pflykt,0.17,7,6
220299,pfluckte,pflykt@,0.67,8,7
220304,pflugen,pflyg@n,1.0,7,7
220309,pflugt,pflykt,0.67,6,6
220310,pflugte,pflykt@,0.67,7,7
220315,pfropfen,pfropf@n,0.17,8,8
220343,pfuschen,pfuS@n,0.5,8,6
220356,pfalzischen,pfeltsiS@n,0.33,11,10
220366,pfanden,pfend@n,0.33,7,7
220369,pfandet,pfend@t,0.33,7,7
220398,phantasiearme,fantaziarm@,0.17,13,11
220400,phantasiearmen,fantaziarm@n,0.17,14,12
220403,phantasielos,fantazjelos,0.5,12,11
220406,phantasielosen,fantazjeloz@n,0.33,14,13
220422,phantasiereiche,fantaziraiC@,0.17,15,12
220443,phantasiert,fantazj@rt,0.5,11,10
220444,phantasierte,fantazj@rt@,0.67,12,11
220445,phantasierten,fantazj@rt@n,0.17,13,12
220448,phantasievoll,fantazifol,0.67,13,10
220449,phantasievolle,fantazifol@,0.83,14,11
220451,phantasievollen,fantazifol@n,0.5,15,12
220452,phantasievoller,fantazifol@r,0.17,15,12
220453,phantasievollere,fantazifol@r@,0.17,16,13
220458,phantasievolles,fantazifol@s,0.17,15,12
220460,phantasievollste,fantazifolst@,0.17,16,13
220462,phantasievollsten,fantazifolst@n,0.33,17,14
220478,phantasmagorische,fantasmagoriS@,0.17,17,14
220483,phantastisch,fantastiS,5.0,12,9
220484,phantastische,fantastiS@,3.33,13,10
220486,phantastischen,fantastiS@n,3.17,14,11
220487,phantastischer,fantastiS@r,1.33,14,11
220493,phantastisches,fantastiS@s,0.33,14,11
220495,phantastischste,fantastiSSt@,0.17,15,12
220506,pharisaisch,farizeiS,0.17,11,8
220524,pharmakologische,farmakologiS@,0.17,16,13
220526,pharmakologischen,farmakologiS@n,0.33,17,14
220530,pharmazeutische,farmatsoytiS@,1.5,15,13
220531,pharmazeutischem,farmatsoytiS@m,0.17,16,14
220532,pharmazeutischen,farmatsoytiS@n,4.17,16,14
220533,pharmazeutischer,farmatsoytiS@r,0.5,16,14
220534,pharmazeutisches,farmatsoytiS@s,0.17,16,14
220575,philatelistisches,filat@listiS@s,0.17,17,14
220577,philharmonische,filharmoniS@,0.33,15,12
220580,philharmonischer,filharmoniS@r,0.17,16,13
220605,philistros,filistr2s,0.33,10,9
220622,philologisch,filologiS,0.33,12,9
220623,philologische,filologiS@,0.33,13,10
220624,philologischem,filologiS@m,0.17,14,11
220625,philologischen,filologiS@n,0.33,14,11
220626,philologischer,filologiS@r,0.17,14,11
220646,philosophieren,filozofir@n,0.67,14,11
220647,philosophierend,filozofir@nt,0.5,15,12
220651,philosophiert,filozofirt,0.67,13,10
220653,philosophierten,filozofirt@n,0.17,15,12
220656,philosophisch,filozofiS,2.5,13,9
220657,philosophische,filozofiS@,10.0,14,10
220658,philosophischem,filozofiS@m,0.33,15,11
220659,philosophischen,filozofiS@n,8.83,15,11
220660,philosophischer,filozofiS@r,2.67,15,11
220661,philosophisches,filozofiS@s,1.33,15,11
220662,phlegmatisch,flekmatiS,0.33,12,9
220663,phlegmatische,flekmatiS@,0.33,13,10
220679,phonetisch,fonetiS,0.5,10,7
220680,phonetische,fonetiS@,0.5,11,8
220688,phonischen,foniS@n,0.17,10,7
220750,photographieren,fotografir@n,1.0,15,12
220755,photographiert,fotografirt,0.83,14,11
220756,photographierte,fotografirt@,0.17,15,12
220760,photometrisch,fotometriS,0.17,13,10
220781,phrasenhaften,fraz@nhaft@n,0.17,13,12
220852,physikalisch,fyzikaliS,3.17,12,9
220853,physikalische,fyzikaliS@,7.17,13,10
220854,physikalischem,fyzikaliS@m,0.33,14,11
220855,physikalischen,fyzikaliS@n,11.33,14,11
220856,physikalischer,fyzikaliS@r,2.17,14,11
220857,physikalisches,fyzikaliS@s,0.33,14,11
220858,physikochemisch,fyzikoxemiS,0.5,15,11
220861,physikochemischen,fyzikoxemiS@n,1.0,17,13
220865,physiognomische,faizdZognomiS@,0.17,15,14
220876,physiologisch,fyzjologiS,0.83,13,10
220877,physiologische,fyzjologiS@,1.0,14,11
220879,physiologischen,fyzjologiS@n,1.17,15,12
220880,physiologischer,fyzjologiS@r,0.17,15,12
220899,physisch,fyziS,3.83,8,5
220900,physische,fyziS@,5.67,9,6
220901,physischem,fyziS@m,0.17,10,7
220902,physischen,fyziS@n,5.83,10,7
220903,physischer,fyziS@r,1.17,10,7
220917,phanomenal,fenomenal,0.5,10,9
220918,phanomenale,fenom@nal@,0.33,11,10
220921,phanomenaler,fenom@nal@r,0.17,12,11
220923,phanomenologisch,fenomenologiS,0.17,16,13
220924,phanomenologische,fenomenologiS@,0.33,17,14
220926,phanomenologischen,fenomenologiS@n,0.17,18,15
220927,phanomenologischer,fenomenologiS@r,0.17,18,15
220935,piano,piano,0.17,5,5
220988,pickliges,piklig@s,0.17,9,8
220996,pickt,pikt,0.17,5,4
220998,pickten,pikt@n,0.17,7,6
221001,piekfein,pikfain,0.17,8,7
221007,piepe,pip@,0.17,5,4
221013,piept,pipt,0.5,5,4
221014,piepte,pipt@,0.17,6,5
221019,pietatlose,pitetloz@,0.33,10,9
221059,pigmentierte,pinmentirt@,0.17,12,11
221069,pikant,pikant,0.67,6,6
221070,pikante,pikant@,1.0,7,7
221072,pikanten,pikant@n,0.17,8,8
221079,pikantes,pikant@s,0.33,8,8
221104,pilgern,pilg@rn,1.0,7,7
221107,pilgert,pilg@rt,0.17,7,7
221108,pilgerte,pilg@rt@,0.17,8,8
221109,pilgerten,pilg@rt@n,0.33,9,9
221145,pinkelte,piNkelt@,0.33,8,8
221162,pinseln,pinz@ln,0.33,7,7
221166,pinselte,pinz@lt@,0.83,8,8
221183,pittoreske,pitoresk@,0.33,10,9
221186,pittoresker,pitoresk@r,0.33,11,10
221206,placieren,platsir@n,0.5,9,9
221211,placiert,platsi@rt,2.17,8,9
221212,placierte,platsj@rt@,0.67,9,10
221213,placierten,platsj@rt@n,0.5,10,11
221217,plagen,plag@n,1.67,6,6
221227,plagiiert,plagiirt,0.17,9,8
221233,plagt,plakt,0.33,5,5
221234,plagte,plakt@,0.17,6,6
221235,plagten,plakt@n,0.17,7,7
221244,plakatiert,plakatirt,0.5,10,9
221246,plakatierten,plakatirt@n,0.17,12,11
221250,planen,plan@n,15.17,6,6
221251,planend,plan@nt,0.67,7,7
221255,planetare,planetar@,0.33,9,9
221257,planetaren,planetar@n,0.17,10,10
221259,planetares,planetar@s,0.17,10,10
221260,planetarisch,planetariS,0.17,12,10
221261,planetarische,planetariS@,0.67,13,11
221262,planetarischem,planetariS@m,0.17,14,12
221263,planetarischen,planetariS@n,0.33,14,12
221278,planiert,planj@rt,0.33,8,8
221279,planierte,planj@rt@,0.33,9,9
221283,planlos,planlos,0.5,7,7
221286,planlosen,planloz@n,0.33,9,9
221300,planmassig,planmesiC,12.83,10,9
221301,planmassige,planmesig@,4.83,11,10
221303,planmassigen,planmesig@n,5.67,12,11
221304,planmassiger,planmesig@r,1.17,12,11
221305,planmassiges,planmesig@s,0.17,12,11
221307,plant,plant,9.67,5,5
221308,plante,plant@,3.0,6,6
221309,planten,plant@n,0.67,7,7
221312,planvoll,planfol,1.0,8,7
221313,planvolle,planfol@,0.83,9,8
221316,planvoller,planfol@r,0.33,10,9
221342,plappern,plap@rn,0.5,8,7
221343,plappernd,plap@rnt,0.17,9,8
221344,plapperst,plap@rst,0.17,9,8
221361,plastisch,plastiS,2.67,9,7
221362,plastische,plastiS@,1.33,10,8
221363,plastischem,plastiS@m,0.17,11,9
221364,plastischen,plastiS@n,1.5,11,9
221365,plastischer,plastiS@r,0.17,11,9
221371,plastisches,plastiS@s,0.5,11,9
221381,platinblonden,platinblond@n,0.17,13,13
221385,platonische,platoniS@,0.17,11,9
221387,platonischen,platoniS@n,0.33,12,10
221416,platt,plat,2.0,5,4
221417,platte,plat@,0.17,6,5
221419,platten,plat@n,0.33,7,6
221421,platter,plat@r,0.5,7,6
221429,platteste,plat@st@,0.17,9,8
221431,plattesten,plat@st@n,0.17,10,9
221439,plattfussig,platfysiC,0.17,11,9
221468,platze,plats@,0.17,6,6
221469,platzen,plats@n,3.33,7,7
221470,platzend,plats@nt,0.17,8,8
221473,platzsparend,platsSpar@nt,0.17,12,12
221490,platzt,platst,1.67,6,6
221491,platzte,platst@,3.33,7,7
221492,platzten,platst@n,0.67,8,8
221496,plaudern,plaud@rn,1.5,8,8
221497,plaudernd,plaud@rnt,1.0,9,9
221499,plaudert,plaud@rt,2.17,8,8
221500,plauderte,plaud@rt@,2.0,9,9
221501,plauderten,plaud@rt@n,1.33,10,10
221515,plausibel,plauzib@l,1.67,9,9
221522,plausible,plauzibl@,0.67,9,9
221524,plausiblen,plauzibl@n,0.5,10,10
221525,plausibler,plauzibl@r,0.5,10,10
221531,plausibles,plauzibl@s,0.17,10,10
221533,plazieren,platsir@n,0.5,9,9
221538,plaziert,platsi@rt,1.0,8,9
221539,plazierte,platsj@rt@,0.67,9,10
221540,plazierten,platsj@rt@n,0.17,10,11
221546,plebejischen,pleb@jisC@n,0.17,12,11
221549,pleite,plait@,0.83,6,6
221608,plissierte,plisirt@,0.33,10,8
221609,plissierten,plisirt@n,0.33,11,9
221618,plombiert,plombirt,0.33,9,8
221619,plombierte,plombirt@,0.17,10,9
221620,plombierten,plombirt@n,0.5,11,10
221666,plump,plump,0.67,5,5
221667,plumpe,plump@,2.17,6,6
221669,plumpen,plump@n,0.83,7,7
221670,plumper,plump@r,0.5,7,7
221676,plumpes,plump@s,0.33,7,7
221679,plumpsen,plumps@n,0.33,8,8
221683,plumpst,plumpst,0.17,7,7
221684,plumpste,plumpst@,0.17,8,8
221685,plumpste,plumpst@,0.17,8,8
221699,plural,plural,0.17,6,6
221711,pluralistisch,pluralistiS,0.17,13,11
221712,pluralistische,pluralistiS@,0.33,14,12
221714,pluralistischen,pluralistiS@n,0.17,15,13
221723,plus,plus,14.5,4,4
221729,plusterte,plust@rt@,0.17,9,9
221745,pladiere,pledir@,0.5,8,7
221746,pladieren,pledir@n,3.67,9,8
221750,pladierst,pledirst,0.17,9,8
221751,pladiert,pledi@rt,5.83,8,8
221752,pladierte,pledi@rt@,2.67,9,9
221753,pladierten,pledirt@n,0.5,10,9
221756,plotzlich,pl9tsliC,143.17,9,8
221757,plotzliche,pl9tsliC@,8.33,10,9
221758,plotzlichem,pl9tsliC@m,0.33,11,10
221759,plotzlichen,pl9tsliC@n,6.67,11,10
221760,plotzlicher,pl9tsliC@r,2.0,11,10
221766,plotzliches,pl9tsliC@s,0.83,11,10
221774,plundern,plynd@rn,0.17,8,8
221776,plunderst,plynd@rst,0.17,9,9
221778,plunderte,plynd@rt@,1.0,9,9
221779,plunderten,plynd@rt@n,1.17,10,10
221782,pneumatisch,pnoymatiS,0.17,11,9
221783,pneumatische,pnoymatiS@,0.33,12,10
221785,pneumatischen,pnoymatiS@n,0.17,13,11
221789,pochen,pox@n,2.5,6,5
221790,pochend,pox@nt,0.17,7,6
221805,pocht,poxt,3.0,5,4
221806,pochte,poxt@,2.0,6,5
221807,pochten,poxt@n,0.33,7,6
221846,poetisch,poetiS,1.33,8,6
221847,poetische,poetiS@,1.5,9,7
221849,poetischen,poetiS@n,3.17,10,8
221850,poetischer,poetiS@r,0.83,10,8
221856,poetisches,poetiS@s,0.17,10,8
221880,pointiert,poyntirt,0.67,9,8
221881,pointierte,poyntirt@,0.33,10,9
221883,pointierten,poyntirt@n,0.33,11,10
221911,pokern,pok@rn,0.33,6,6
221914,pokert,pok@rt,0.17,6,6
221920,polare,polar@,0.17,6,6
221922,polaren,polar@n,0.33,7,7
221923,polarer,polar@r,0.33,7,7
221931,polarisiert,polarizj@rt,0.17,11,11
221932,polarisierte,polarizj@rt@,0.17,12,12
221936,polemisch,polemiS,1.33,9,7
221937,polemische,pol@miS@,1.5,10,8
221939,polemischen,pol@miS@n,0.83,11,9
221940,polemischer,polemiS@r,0.67,11,9
221953,polemisiere,polemizir@,0.17,11,10
221954,polemisieren,polemizir@n,0.83,12,11
221959,polemisiert,polemizj@rt,0.67,11,11
221960,polemisierte,polemizj@rt@,0.5,12,12
221965,polieren,polir@n,0.67,8,7
221970,poliert,polirt,1.0,7,6
221971,polierte,polirt@,1.0,8,7
221972,polierten,polirt@n,1.33,9,8
221992,politisch,politiS,62.83,9,7
221993,politische,politiS@,205.0,10,8
221994,politischem,politiS@m,7.33,11,9
221995,politischen,politiS@n,254.5,11,9
221996,politischer,politiS@r,40.67,11,9
222002,politisches,politiS@s,16.0,11,9
222010,politisieren,politizir@n,0.33,12,11
222015,politisiert,politizj@rt,0.17,11,11
222016,politisierte,politizj@rt@,0.17,12,12
222017,politisierten,politizj@rt@n,0.17,13,13
222020,polizeilich,politsailiC,1.67,11,11
222021,polizeiliche,politsailiC@,6.17,12,12
222022,polizeilichem,politsailiC@m,0.5,13,13
222023,polizeilichen,politsailiC@n,5.5,13,13
222024,polizeilicher,politsailiC@r,1.0,13,13
222025,polizeiliches,politsailiC@s,0.17,13,13
222027,polizeiwidrige,politsaividrig@,0.33,14,15
222032,polnisch,polniS,3.17,8,6
222033,polnische,polniS@,34.67,9,7
222034,polnischem,polniS@m,0.5,10,8
222035,polnischen,polniS@n,68.0,10,8
222036,polnischer,polniS@r,6.0,10,8
222037,polnisches,polniS@s,0.5,10,8
222048,polterig,polt@riC,0.17,8,8
222065,poltern,polt@rn,0.33,7,7
222066,polternd,polt@rnt,0.67,8,8
222068,poltert,polt@rt,0.5,7,7
222069,polterte,polt@rt@,1.17,8,8
222070,polterten,polt@rt@n,0.5,9,9
222090,polygam,polygam,0.33,7,7
222095,polygames,polygam@s,0.33,9,9
222097,polyglotte,polyglot@,0.17,10,9
222115,polytechnische,polyteCniS@,0.33,14,11
222117,polytechnischen,polyekoniS@n,2.17,15,12
222124,pomadiger,pomadig@r,0.17,9,9
222171,pompos,pomp2s,0.33,6,6
222172,pompose,pomp2z@,0.5,7,7
222174,pomposen,pomp2z@n,0.67,8,8
222175,pomposer,pomp2z@r,0.67,8,8
222181,pomposes,pomp2z@s,0.17,8,8
222185,pomposesten,pomp2zest@n,0.17,11,11
222206,popularisieren,popularizir@n,0.17,14,13
222211,popularisiert,popularizj@rt,0.33,13,13
222216,popular,popul@r,3.33,7,7
222217,populare,populer@,1.83,8,8
222219,popularen,populer@n,4.17,9,9
222220,popularer,populer@r,1.33,9,9
222226,populares,populer@s,0.5,9,9
222228,popularste,popul@rst@,0.33,10,10
222230,popularsten,popule@rst@n,0.5,11,12
222231,popularster,popul@rst@r,0.17,11,11
222234,popularwissenschaftliche,popul@rvis@nSaftliC@,1.5,24,20
222235,popularwissenschaftlichem,popul@rvis@nSaftliC@m,0.17,25,21
222236,popularwissenschaftlichen,popul@rvis@nSaftliC@n,1.17,25,21
222237,popularwissenschaftlicher,popul@rvis@nSaftliC@r,0.33,25,21
222238,popularwissenschaftliches,popul@rvis@nSaftliC@s,0.17,25,21
222239,porig,poriC,0.17,5,5
222249,poriges,porig@s,0.17,7,7
222256,pornographisch,po@rnografiS,0.17,14,12
222257,pornographische,po@rnografiS@,0.17,15,13
222259,pornographischen,po@rnografiS@n,0.17,16,14
222291,portioniert,po@rttjonirt,0.17,11,12
222296,portionsweise,po@rtsjonsvaiz@,0.33,13,15
222297,portofrei,portofrai,1.33,9,9
222309,portratiert,po@rtretj@rt,0.5,11,12
222314,portugiesisch,po@rtuNsiziS,0.17,13,12
222315,portugiesische,po@rtugiziS@,4.67,14,12
222317,portugiesischen,po@rtugiziS@n,4.5,15,13
222318,portugiesischer,po@rtuNsiziS@r,0.67,15,14
222319,portugiesisches,po@rtuNsiziS@s,0.17,15,14
222326,posaunt,pozaunt,0.17,7,7
222327,posaunte,pozaunt@,0.17,8,8
222328,posaunten,pozaunt@n,0.17,9,9
222337,posieren,pozir@n,0.17,8,7
222342,posiert,pozirt,0.33,7,6
222343,posierte,pozirt@,0.17,8,7
222344,posierten,pozirt@n,0.17,9,8
222347,positionell,pozitsjonel,0.17,11,11
222350,positionellen,pozitsjonel@n,0.17,13,13
222364,positiv,pozitif,23.0,7,7
222365,positive,pozitiv@,16.33,8,8
222366,positivem,pozitifem,0.17,9,9
222367,positiven,pozitiv@n,15.67,9,9
222368,positiver,pozitiv@r,3.33,9,9
222369,positivere,pozitiver@,0.17,10,10
222371,positiveren,pozitiver@n,0.17,11,11
222374,positives,pozitiv@s,2.5,9,9
222375,positivistisch,pozitivistiS,0.17,14,12
222376,positivistische,pozitivistiS@,0.17,15,13
222378,positivistischen,pozitivistiS@n,0.83,16,14
222411,possessive,pos@siv@,0.33,10,8
222422,possierlich,posirliC,0.17,11,8
222423,possierliche,posirliC@,0.17,12,9
222444,postalischer,postaliS@r,0.17,12,10
222483,postieren,postir@n,0.17,9,8
222488,postiert,posti@rt,1.0,8,8
222489,postierte,postirt@,0.5,9,8
222490,postierten,postirt@n,0.5,10,9
222493,postlagernd,postlag@rnt,0.33,11,11
222508,postoperativen,postop@rativ@n,0.17,14,14
222523,postuliert,postulirt,0.67,10,9
