word,ortho,pron,freq,
di-man-che,dimanche,di-m@-S°,101.15,
mar-quer,marquer,maR-ke,101.08,
en-traî-ner,entraîner,@-tRe-ne,101.08,
é-cla-ter,éclater,e-kla-te,100.47,
sou-ffle,souffle,su-fl°,100.2,
co-lè-re,colère,ko-le-R°,100.07,
ter-mi-ner,terminer,teR-mi-ne,100.0,
ré-pon-se,réponse,Re-p&-s°,99.93,
a-ccro-cher,accrocher,a-kRo-Se,99.93,
dre-sser,dresser,dRe-se,99.86,
fil,fil,fil,99.73,
hi-ver,hiver,i-veR,99.53,
vi-si-te,visite,vi-zi-t°,99.32,
ris-quer,risquer,Ris-ke,99.32,
mor-ceau,morceau,moR-so,99.32,
sau-ver,sauver,so-ve,99.05,
ca-ma-ra-de,camarade,ka-ma-Ra-d°,98.99,
roi,roi,Rwa,98.92,
fa-ci-le,facile,fa-si-l°,98.65,
main-te-nir,maintenir,m5-t°-niR,98.51,
re-ti-rer,retirer,R°-ti-Re,98.31,
a-dre-sser,adresser,a-dRe-se,98.04,
na-tio-nal,national,na-sjo-nal,98.04,
li-ber-té,liberté,li-beR-te,97.97,
fin,fin,f5,97.97,
da-van-ta-ge,davantage,da-v@-ta-Z°,97.84,
pro-me-ner,promener,pRo-m°-ne,97.77,
in-té-rêt,intérêt,5-te-Re,97.36,
ho-nneur,honneur,o-n2R,97.36,
e-xis-ten-ce,existence,e-gzis-t@-s°,97.36,
trait,trait,tRe,97.3,
trom-per,tromper,tR&-pe,97.3,
voi-ci,voici,vwa-si,97.3,
camp,camp,k@,97.23,
com-pa-gnie,compagnie,k&-pa-Ni,97.16,
ro-le,role,Ro-l°,96.96,
ju-ger,juger,Zy-Ze,96.96,
au-tre-fois,autrefois,o-tR°-fwa,96.96,
té-lé-pho-ne,téléphone,te-le-fo-n°,96.82,
é-ta-ge,étage,e-ta-Z°,96.55,
sa-ble,sable,sa-bl°,96.55,
a-vou-er,avouer,a-vu-e,96.22,
mi-li-tai-re,militaire,mi-li-te-R°,96.22,
ro-se,rose,Ro-z°,96.08,
se-cret,secret,s°-kRe,96.01,
im-po-ssi-ble,impossible,5-po-si-bl°,96.01,
na-tu-re,nature,na-ty-R°,95.88,
di-ri-ger,diriger,di-Ri-Ze,95.68,
gé-né-ral,général,Ze-ne-Ral,95.41,
fi-gu-re,figure,fi-gy-R°,95.34,
fau-te,faute,fo-t°,95.2,
dro-le,drole,dRo-l°,95.07,
vif,vif,vif,95.07,
pro-blè-me,problème,pRo-ble-m°,95.0,
a-rriè-re,arrière,a-Rje-R°,95.0,
quin-ze,quinze,k5-z°,94.8,
en-ga-ger,engager,@-ga-Ze,94.59,
pho-to,photo,fo-to,94.59,
ba-lle,balle,ba-l°,94.59,
trem-bler,trembler,tR@-ble,94.05,
fê-te,fête,fe-t°,94.05,
a-me-ner,amener,a-m°-ne,93.92,
gra-ve,grave,gRa-v°,93.78,
au-près,auprès,o-pRe,93.45,
lam-pe,lampe,l@-p°,93.11,
ca-sser,casser,ka-se,92.7,
ven-dre,vendre,v@-dR°,92.64,
ma-lheur,malheur,ma-l2R,92.64,
hier,hier,jeR,92.64,
beau-té,beauté,bo-te,92.64,
ca-pi-tai-ne,capitaine,ka-pi-te-n°,92.57,
dan-ser,danser,d@-se,92.57,
so-nner,sonner,so-ne,92.57,
hors,hors,oR,92.43,
é-car-ter,écarter,e-kaR-te,92.36,
a-ppar-te-nir,appartenir,a-paR-t°-niR,92.36,
e-xac-te-ment,exactement,e-gzak-t°-m@,92.36,
oeu-vre,oeuvre,2-vR°,92.23,
vi-vant,vivant,vi-v@,92.23,
di-ffé-rent,différent,di-fe-R@,92.03,
con-fian-ce,confiance,k&-fj@-s°,91.96,
tran-qui-lle,tranquille,tR@-ki-l°,91.96,
loin-tain,lointain,lw5-t5,91.96,
dou-leur,douleur,du-l2R,91.89,
toit,toit,twa,91.76,
re-fer-mer,refermer,R°-feR-me,91.76,
con-di-tion,condition,k&-di-sj&,91.62,
a-lle-mand,allemand,a-l°-m@,91.55,
art,art,aR,91.49,
che-mi-se,chemise,S°-mi-z°,91.42,
pro-fi-ter,profiter,pRo-fi-te,91.22,
dé-tail,détail,de-taj,91.15,
dé-fen-dre,défendre,de-f@-dR°,91.08,
gla-ce,glace,gla-s°,91.01,
é-cra-ser,écraser,e-kRa-ze,90.81,
pont,pont,p&,90.81,
pos-te,poste,pos-t°,90.68,
é-pais,épais,e-pe,90.61,
pur,pur,pyR,90.34,
haut,haut,o,90.27,
vê-te-ment,vêtement,ve-t°-m@,90.14,
ta-bleau,tableau,ta-blo,90.0,
cou-sin,cousin,ku-z5,89.93,
a-llon-ger,allonger,a-l&-Ze,89.66,
gau-che,gauche,go-S°,89.59,
si-non,sinon,si-n&,89.26,
a-gi-ter,agiter,a-Zi-te,89.19,
pa-quet,paquet,pa-ke,89.19,
la-cher,lacher,la-Se,89.19,
poids,poids,pwa,89.05,
ré-flé-chir,réfléchir,Re-fle-SiR,89.05,
ve-ille,veille,ve-j°,89.05,
plan,plan,pl@,88.99,
hur-ler,hurler,yR-le,88.65,
vo-ler,voler,vo-le,88.65,
se-cond,second,s°-g&,88.58,
fi-ler,filer,fi-le,88.51,
es-pa-ce,espace,es-pa-s°,88.51,
dé-sor-mais,désormais,de-zoR-me,88.45,
hein,hein,5,88.45,
é-vi-de-mment,évidemment,e-vi-da-m@,88.11,
dou-ter,douter,du-te,88.11,
te-rri-ble,terrible,te-Ri-bl°,88.11,
cha-peau,chapeau,Sa-po,88.04,
truc,truc,tRyk,87.77,
pa-ssion,passion,pa-sj&,87.64,
re-par-tir,repartir,R°-paR-tiR,87.57,
con-si-dé-rer,considérer,k&-si-de-Re,87.43,
ac-tion,action,ak-sj&,87.43,
doc-teur,docteur,dok-t2R,87.36,
tro-ttoir,trottoir,tRo-twaR,87.36,
par-ti,parti,paR-ti,87.36,
pé-né-trer,pénétrer,pe-ne-tRe,87.23,
ra-re,rare,Ra-R°,87.23,
prê-ter,prêter,pRe-te,87.09,
per-so-nna-ge,personnage,peR-so-na-Z°,86.96,
pla-ge,plage,pla-Z°,86.89,
gor-ge,gorge,goR-Z°,86.82,
me-illeur,meilleur,me-j2R,86.82,
im-por-tant,important,5-poR-t@,86.76,
con-tent,content,k&-t@,86.49,
ca-pa-ble,capable,ka-pa-bl°,86.35,
plon-ger,plonger,pl&-Ze,86.22,
pro-non-cer,prononcer,pRo-n&-se,86.08,
der-nier,dernier,deR-nje,86.08,
é-clai-rer,éclairer,e-kle-Re,85.95,
bran-che,branche,bR@-S°,85.61,
pa-tte,patte,pa-t°,85.14,
jeu-ne-sse,jeunesse,Z2-ne-s°,85.14,
ma-chi-ne,machine,ma-Si-n°,85.0,
li-vrer,livrer,li-vRe,84.93,
a-ven-tu-re,aventure,a-v@-ty-R°,84.86,
é-vé-ne-ment,événement,e-ve-n°-m@,84.59,
ri-deau,rideau,Ri-do,84.53,
ga-re,gare,ga-R°,84.53,
mé-tier,métier,me-tje,84.53,
con-seil,conseil,k&-sej,84.46,
cen-tre,centre,s@-tR°,84.46,
fu-mer,fumer,fy-me,84.39,
de-rriè-re,derrière,de-Rje-R°,84.32,
sein,sein,s5,84.05,
sauf,sauf,sof,83.99,
re-po-ser,reposer,R°-po-ze,83.92,
poin-te,pointe,pw5-t°,83.85,
tas,tas,ta,83.78,
ca-re-sser,caresser,ka-Re-se,83.72,
po-li-ce,police,po-li-s°,83.72,
sou-ffler,souffler,su-fle,83.65,
soi,soi,swa,83.65,
pa-le,pale,pa-l°,83.58,
pa-le,pale,pa-l°,83.58,
hon-te,honte,&-t°,83.45,
dis-po-ser,disposer,dis-po-ze,83.18,
bain,bain,b5,83.04,
pro-che,proche,pRo-S°,82.91,
franc,franc,fR@,82.84,
ré-a-li-té,réalité,Re-a-li-te,82.77,
é-clat,éclat,e-kla,82.77,
a-ni-mal,animal,a-ni-mal,82.64,
va-can-ce,vacance,va-k@-s°,82.57,
ba-teau,bateau,ba-to,82.36,
po-mme,pomme,po-m°,82.36,
a-van-ce,avance,a-v@-s°,82.3,
in-vi-ter,inviter,5-vi-te,82.3,
po-ssé-der,posséder,po-se-de,82.23,
sou-hai-ter,souhaiter,su-e-te,82.16,
tiens,tiens,tj5,81.89,
voi-sin,voisin,vwa-z5,81.82,
mon-ta-gne,montagne,m&-ta-N°,81.82,
é-toi-le,étoile,e-twa-l°,81.82,
ren-con-tre,rencontre,R@-k&-tR°,81.76,
ju-rer,jurer,Zy-Re,81.76,
con-scien-ce,conscience,k&-sj@-s°,81.55,
cre-ver,crever,kR°-ve,81.55,
cli-ent,client,kli-j@,81.55,
rem-plir,remplir,R@-pliR,81.42,
a-che-ver,achever,a-S°-ve,81.42,
cour-se,course,kuR-s°,81.22,
de-vant,devant,d°-v@,81.22,
bri-ller,briller,bRi-je,81.22,
su-ppor-ter,supporter,sy-poR-te,81.22,
mi-nis-tre,ministre,mi-nis-tR°,81.15,
ob-te-nir,obtenir,ob-t°-niR,80.95,
nei-ge,neige,ne-Z°,80.88,
pré-sent,présent,pRe-z@,80.74,
cents,cents,s@,80.54,
co-mman-der,commander,ko-m@-de,80.34,
tra-ce,trace,tRa-s°,80.27,
pein-dre,peindre,p5-dR°,80.27,
com-pa-gnon,compagnon,k&-pa-N&,80.0,
a-rri-vée,arrivée,a-Ri-ve,80.0,
ma-sse,masse,ma-s°,79.8,
cou-rant,courant,ku-R@,79.73,
de-ssi-ner,dessiner,de-si-ne,79.66,
pré-si-dent,président,pRe-zi-d@,79.66,
an-glais,anglais,@-gle,79.53,
so-mme,somme,so-m°,79.26,
cuir,cuir,k8iR,79.19,
tren-te,trente,tR@-t°,79.12,
o-ffi-cier,officier,o-fi-sje,79.05,
moi-tié,moitié,mwa-tje,79.05,
par-ta-ger,partager,paR-ta-Ze,78.99,
vi-de,vide,vi-d°,78.85,
gra-ce,grace,gRa-s°,78.85,
dé-pa-sser,dépasser,de-pa-se,78.78,
en-le-ver,enlever,@-l°-ve,78.78,
ma-ria-ge,mariage,ma-Rja-Z°,78.72,
rond,rond,R&,78.51,
ci-né-ma,cinéma,si-ne-ma,78.51,
min-ce,mince,m5-s°,78.51,
pou-ssiè-re,poussière,pu-sje-R°,78.45,
nom-bre,nombre,n&-bR°,78.38,
im-po-ser,imposer,5-po-ze,78.38,
jus-te-ment,justement,Zys-t°-m@,78.18,
a-vion,avion,a-vj&,78.04,
a-mi-tié,amitié,a-mi-tje,77.77,
ba-ta-ille,bataille,ba-ta-j°,77.77,
hau-teur,hauteur,o-t2R,77.7,
no-te,note,no-t°,77.43,
quart,quart,kaR,77.3,
pa-pa,papa,pa-pa,77.16,
sur-pri-se,surprise,syR-pRi-z°,77.16,
pré-voir,prévoir,pRe-vwaR,77.09,
au-to-ri-té,autorité,o-to-Ri-te,77.03,
ex-pre-ssion,expression,eks-pRe-sj&,76.89,
é-tein-dre,éteindre,e-t5-dR°,76.82,
nu-a-ge,nuage,ny-a-Z°,76.82,
blond,blond,bl&,76.76,
soi-rée,soirée,swa-Re,76.69,
re-pas,repas,R°-pa,76.62,
ta-ille,taille,ta-j°,76.49,
foi,foi,fwa,76.49,
port,port,poR,76.42,
fuir,fuir,f8iR,76.42,
croi-ser,croiser,kRwa-ze,76.35,
ab-sen-ce,absence,ab-s@-s°,76.28,
vi-tre,vitre,vi-tR°,76.22,
froid,froid,fRwa,76.08,
poing,poing,pw5,76.08,
poil,poil,pwal,76.01,
co-mmun,commun,ko-m5,75.95,
faim,faim,f5,75.95,
plan-ter,planter,pl@-te,75.88,
re-gre-tter,regretter,R°-gRe-te,75.88,
a-rran-ger,arranger,a-R@-Ze,75.81,
im-por-tan-ce,importance,5-poR-t@-s°,75.81,
é-troit,étroit,e-tRwa,75.81,
na-tu-rel,naturel,na-ty-Rel,75.68,
sept,sept,set,75.61,
mé-de-cin,médecin,me-d°-s5,75.61,
for-cer,forcer,foR-se,75.41,
a-tti-rer,attirer,a-ti-Re,75.27,
lu-ne-tte,lunette,ly-ne-t°,75.27,
sor-tie,sortie,soR-ti,75.27,
é-tran-ger,étranger,e-tR@-Ze,75.0,
vo-lon-té,volonté,vo-l&-te,74.93,
ro-man,roman,Ro-m@,74.8,
ra-ma-sser,ramasser,Ra-ma-se,74.8,
bref,bref,bRef,74.8,
te-rrain,terrain,te-R5,74.73,
a-mé-ri-cain,américain,a-me-Ri-k5,74.73,
point,point,pw5,74.39,
cla-quer,claquer,kla-ke,74.19,
dis-tin-guer,distinguer,dis-t5-ge,74.12,
drap,drap,dRa,74.12,
su-re-ment,surement,sy-R°-m@,74.12,
film,film,film,74.12,
cha-teau,chateau,Sa-to,74.12,
te-rra-sse,terrasse,te-Ra-s°,74.05,
si-len-cieux,silencieux,si-l@-sj2,74.05,
quai,quai,ke,73.99,
ma-la-de,malade,ma-la-d°,73.92,
con-ve-nir,convenir,k&-v°-niR,73.78,
spec-ta-cle,spectacle,spek-ta-kl°,73.78,
pré-ve-nir,prévenir,pRe-v°-niR,73.72,
cal-me,calme,kal-m°,73.65,
va-gue,vague,va-g°,73.58,
é-vo-quer,évoquer,e-vo-ke,73.51,
a-ppel,appel,a-pel,73.45,
si-lhou-e-tte,silhouette,si-lu-e-t°,73.31,
dé-cla-rer,déclarer,de-kla-Re,73.18,
en-dor-mir,endormir,@-doR-miR,73.18,
sur-gir,surgir,syR-ZiR,73.18,
in-te-rro-ger,interroger,5-te-Ro-Ze,73.04,
ex-pri-mer,exprimer,eks-pRi-me,72.64,
com-bat,combat,k&-ba,72.57,
flic,flic,flik,72.43,
pri-son,prison,pRi-z&,72.43,
blanc,blanc,bl@,72.36,
nord,nord,noR,72.3,
mec,mec,mek,72.3,
loi,loi,lwa,72.3,
pro-té-ger,protéger,pRo-te-Ze,72.23,
ban-de,bande,b@-d°,72.23,
ce-sse,cesse,se-s°,71.96,
hau-sser,hausser,o-se,71.96,
fla-mme,flamme,fla-m°,71.82,
ra-pi-de,rapide,Ra-pi-d°,71.82,
vas-te,vaste,vas-t°,71.76,
pan-ta-lon,pantalon,p@-ta-l&,71.76,
croix,croix,kRwa,71.62,
ta-che,tache,ta-S°,71.28,
ta-che,tache,ta-S°,71.28,
ti-tre,titre,ti-tR°,71.22,
a-tta-cher,attacher,a-ta-Se,71.01,
pre-sser,presser,pRe-se,71.01,
é-ga-le-ment,également,e-ga-l°-m@,71.01,
gê-ner,gêner,Ze-ne,71.01,
in-quié-ter,inquiéter,5-kje-te,71.01,
voie,voie,vwa,71.01,
pe-ser,peser,p2-ze,70.88,
po-li-ti-que,politique,po-li-ti-k°,70.81,
vi-der,vider,vi-de,70.81,
a-tta-quer,attaquer,a-ta-ke,70.41,
cou-ra-ge,courage,ku-Ra-Z°,70.34,
va-li-se,valise,va-li-z°,70.34,
i-nu-ti-le,inutile,i-ny-ti-l°,70.34,
e-ffa-cer,effacer,e-fa-se,70.34,
lors,lors,loR,70.27,
o-pé-ra-tion,opération,o-pe-Ra-sj&,70.2,
bien,bien,bj5,70.2,
re-ssen-tir,ressentir,R°-s@-tiR,70.14,
u-ni-que,unique,y-ni-k°,70.14,
nu-mé-ro,numéro,ny-me-Ro,70.07,
dou-ceur,douceur,du-s2R,70.0,
pro-jet,projet,pRo-Ze,70.0,
cau-ser,causer,ko-ze,69.93,
trai-ter,traiter,tRe-te,69.93,
en-fer-mer,enfermer,@-feR-me,69.86,
so-li-tu-de,solitude,so-li-ty-d°,69.73,
cui-sse,cuisse,k8i-s°,69.73,
in-ven-ter,inventer,5-v@-te,69.73,
cer-tes,certes,seR-t,69.66,
a-mant,amant,a-m@,69.59,
con-fier,confier,k&-fje,69.53,
la-ver,laver,la-ve,69.53,
fa-ti-gue,fatigue,fa-ti-g°,69.46,
ho-rreur,horreur,o-R2R,69.46,
cai-sse,caisse,ke-s°,69.39,
re-cou-vrir,recouvrir,R°-ku-vRiR,69.26,
re-cu-ler,reculer,R°-ky-le,69.05,
an-goi-sse,angoisse,@-gwa-s°,68.99,
con,con,k&,68.99,
pro-dui-re,produire,pRo-d8i-R°,68.92,
i-mmeu-ble,immeuble,i-m2-bl°,68.78,
in-ten-tion,intention,5-t@-sj&,68.65,
dî-ner,dîner,di-ne,68.58,
rou-ge,rouge,Ru-Z°,68.38,
mi-di,midi,mi-di,68.38,
cul,cul,ky,68.31,
soin,soin,sw5,68.24,
thé-a-tre,théatre,te-a-tR°,68.18,
ad-mi-rer,admirer,ad-mi-Re,68.18,
man-teau,manteau,m@-to,68.11,
ra-ssu-rer,rassurer,Ra-sy-Re,68.04,
cha-sser,chasser,Sa-se,67.91,
a-tti-tu-de,attitude,a-ti-ty-d°,67.91,
ran-ger,ranger,R@-Ze,67.91,
ta-per,taper,ta-pe,67.91,
plain-dre,plaindre,pl5-dR°,67.84,
a-ccor-der,accorder,a-koR-de,67.84,
son,son,s&,67.84,
com-te,comte,k&-t°,67.77,
ba-lan-cer,balancer,ba-l@-se,67.7,
sa-lu-er,saluer,sa-ly-e,67.64,
pein-tu-re,peinture,p5-ty-R°,67.64,
ob-scur,obscur,ob-skyR,67.57,
pré-ten-dre,prétendre,pRe-t@-dR°,67.43,
fu-mée,fumée,fy-me,67.36,
ha-bi-ller,habiller,a-bi-je,67.36,
des-tin,destin,des-t5,67.23,
in-sis-ter,insister,5-sis-te,67.03,
té-lé-pho-ner,téléphoner,te-le-fo-ne,67.03,
pré-ci-pi-ter,précipiter,pRe-si-pi-te,66.96,
tan-tot,tantot,t@-to,66.76,
dé-si-gner,désigner,de-zi-Ne,66.69,
lu-ne,lune,ly-n°,66.69,
banc,banc,b@,66.42,
cu-rieux,curieux,ky-Rj2,66.22,
un,un,5,66.15,
ho-ri-zon,horizon,o-Ri-z&,66.15,
sé-rieux,sérieux,se-Rj2,66.01,
du-rant,durant,dy-R@,65.95,
mi-ne,mine,mi-n°,65.88,
a-llu-re,allure,a-ly-R°,65.88,
par-fum,parfum,paR-f5,65.74,
é-gard,égard,e-gaR,65.61,
ma-ga-sin,magasin,ma-ga-z5,65.54,
ri-che,riche,Ri-S°,65.47,
dé-ta-cher,détacher,de-ta-Se,65.47,
sou-pi-rer,soupirer,su-pi-Re,65.47,
con-tact,contact,k&-takt,65.47,
preu-ve,preuve,pR2-v°,65.34,
pu-blic,public,py-blik,65.27,
sou-dain,soudain,su-d5,65.27,
a-va-ler,avaler,a-va-le,65.27,
lé-gè-re-ment,légèrement,le-Ze-R°-m@,65.2,
a-vis,avis,a-vi,65.14,
ma-rier,marier,ma-Rje,65.07,
gen-til,gentil,Z@-ti,64.86,
pi-quer,piquer,pi-ke,64.86,
mem-bre,membre,m@-bR°,64.86,
fran-chir,franchir,fR@-SiR,64.8,
nou-rrir,nourrir,nu-RiR,64.53,
re-non-cer,renoncer,R°-n&-se,64.46,
con-tem-pler,contempler,k&-t@-ple,64.46,
re-dre-sser,redresser,R°-dRe-se,64.39,
gou-tte,goutte,gu-t°,64.32,
lu-eur,lueur,ly-2R,64.19,
creu-ser,creuser,kR2-ze,64.19,
pa-y-sa-ge,paysage,pe-i-za-Z°,64.12,
lent,lent,l@,64.12,
fruit,fruit,fR8i,64.05,
mi-roir,miroir,mi-RwaR,63.99,
cou-ple,couple,ku-pl°,63.99,
pro-fe-sseur,professeur,pRo-fe-s2R,63.92,
vê-tir,vêtir,ve-tiR,63.85,
flo-tter,flotter,flo-te,63.85,
a-tten-te,attente,a-t@-t°,63.85,
co-mi-té,comité,ko-mi-te,63.65,
bi-llet,billet,bi-je,63.58,
a-ffir-mer,affirmer,a-fiR-me,63.51,
em-pi-re,empire,@-pi-R°,63.51,
ab-so-lu-ment,absolument,ab-so-ly-m@,63.45,
re-pou-sser,repousser,R°-pu-se,63.45,
en-sem-ble,ensemble,@-s@-bl°,63.45,
pau-piè-re,paupière,po-pje-R°,63.45,
po-si-tion,position,po-zi-sj&,63.38,
saint,saint,s5,63.31,
vic-toi-re,victoire,vik-twa-R°,63.24,
é-ta-ler,étaler,e-ta-le,63.11,
é-lé-ment,élément,e-le-m@,63.04,
é-tu-de,étude,e-ty-d°,63.04,
uns,uns,5,62.91,
lait,lait,le,62.91,
re-mu-er,remuer,R°-my-e,62.84,
au-tre-ment,autrement,o-tR°-m@,62.77,
nor-mal,normal,noR-mal,62.77,
mer-de,merde,meR-d°,62.77,
dé-po-ser,déposer,de-po-ze,62.7,
mai-gre,maigre,me-gR°,62.7,
dé-tes-ter,détester,de-tes-te,62.64,
ra-pi-de-ment,rapidement,Ra-pi-d°-m@,62.64,
su-ppo-ser,supposer,sy-po-ze,62.5,
dis-tan-ce,distance,dis-t@-s°,62.43,
ra-ppor-ter,rapporter,Ra-poR-te,62.43,
mar-ché,marché,maR-Se,62.43,
a-llée,allée,a-le,62.36,
no-mmer,nommer,no-me,62.3,
ki-lo-mè-tre,kilomètre,ki-lo-me-tR°,62.23,
so-cié-té,société,so-sje-te,62.23,
a-ssis-ter,assister,a-sis-te,62.23,
ca-rac-tè-re,caractère,ka-Rak-te-R°,62.16,
mi-nus-cu-le,minuscule,mi-nys-ky-l°,62.09,
cou-ver-tu-re,couverture,ku-veR-ty-R°,62.03,
dé-si-rer,désirer,de-zi-Re,61.89,
in-co-nnu,inconnu,5-ko-ny,61.82,
pré-cis,précis,pRe-si,61.82,
sa-lut,salut,sa-ly,61.82,
ex-cu-ser,excuser,eks-ky-ze,61.82,
par-cou-rir,parcourir,paR-ku-RiR,61.82,
go-sse,gosse,go-s°,61.76,
plat,plat,pla,61.76,
ten-dre-sse,tendresse,t@-dRe-s°,61.69,
bri-ser,briser,bRi-ze,61.62,
en-ten-du,entendu,@-t@-dy,61.62,
ves-te,veste,ves-t°,61.62,
cé-der,céder,se-de,61.35,
bar,bar,baR,61.35,
sou-ci,souci,su-si,61.22,
bou-le,boule,bu-l°,61.22,
sou-te-nir,soutenir,su-t°-niR,61.22,
ten-dre,tendre,t@-dR°,61.15,
bou-le-vard,boulevard,bu-l°-vaR,61.15,
mo-me,mome,mo-m°,61.08,
prin-temps,printemps,pR5-t@,60.88,
ta-pis,tapis,ta-pi,60.88,
fo-lie,folie,fo-li,60.74,
ma-la-die,maladie,ma-la-di,60.68,
rem-pla-cer,remplacer,R@-pla-se,60.61,
con-ten-ter,contenter,k&-t@-te,60.61,
ai-le,aile,e-l°,60.47,
but,but,byt,60.41,
su-eur,sueur,sy-2R,60.34,
ré-vé-ler,révéler,Re-ve-le,60.34,
nom-breux,nombreux,n&-bR2,60.27,
sei-gneur,seigneur,se-N2R,60.14,
e-xi-ger,exiger,e-gzi-Ze,60.07,
dé-ci-sion,décision,de-si-zj&,60.0,
men-ton,menton,m@-t&,60.0,
plu-me,plume,ply-m°,60.0,
ter-me,terme,teR-m°,59.73,
dé-jeu-ner,déjeuner,de-Z2-ne,59.66,
é-mo-tion,émotion,e-mo-sj&,59.59,
cha-sse,chasse,Sa-s°,59.46,
é-tou-ffer,étouffer,e-tu-fe,59.46,
ad-me-ttre,admettre,ad-me-tR°,59.46,
cha-sse,chasse,Sa-s°,59.46,
man-che,manche,m@-S°,59.39,
pro-chain,prochain,pRo-S5,59.32,
gars,gars,ga,59.26,
é-pou-ser,épouser,e-pu-ze,59.26,
en-nu-yer,ennuyer,@-n8i-je,59.12,
qua-li-té,qualité,ka-li-te,59.12,
deu-xième,deuxième,d2-zjem°,59.05,
dou-ble,double,du-bl°,58.99,
fi-na-le-ment,finalement,fi-na-l°-m@,58.92,
sort,sort,soR,58.92,
con-te-nir,contenir,k&-t°-niR,58.92,
ma-lheu-reux,malheureux,ma-l2-R2,58.85,
pa-lais,palais,pa-le,58.72,
ex-pé-rien-ce,expérience,eks-pe-Rj@-s°,58.72,
a,a,a,58.65,
dis-cu-ter,discuter,dis-ky-te,58.65,
a,a,a,58.65,
pa-ssé,passé,pa-se,58.58,
re-tom-ber,retomber,R°-t&-be,58.58,
ma-tiè-re,matière,ma-tje-R°,58.45,
a-mou-reux,amoureux,a-mu-R2,58.45,
per-du,perdu,peR-dy,58.45,
lon-gue-ment,longuement,l&-g°-m@,58.45,
u-ni-vers,univers,y-ni-veR,58.45,
gri-lle,grille,gRi-j°,58.24,
te-rri-toi-re,territoire,te-Ri-twa-R°,58.24,
rang,rang,R@,58.24,
é-chan-ger,échanger,e-S@-Ze,58.18,
pro-me-na-de,promenade,pRo-m°-na-d°,58.11,
pi-tié,pitié,pi-tje,58.11,
dé-ga-ger,dégager,de-ga-Ze,58.04,
pen-dre,pendre,p@-dR°,58.04,
fer-me,ferme,feR-m°,58.04,
hu-meur,humeur,y-m2R,58.04,
siè-ge,siège,sje-Z°,57.91,
vi-te-sse,vitesse,vi-te-s°,57.84,
queue,queue,k2,57.84,
chaî-ne,chaîne,Se-n°,57.77,
au-be,aube,o-b°,57.77,
é-ta-blir,établir,e-ta-bliR,57.77,
é-lè-ve,élève,e-le-v°,57.77,
pi-re,pire,pi-R°,57.7,
en-va-hir,envahir,@-va-iR,57.7,
an-gle,angle,@-gl°,57.64,
de-ssus,dessus,d°-sy,57.57,
col,col,kol,57.43,
cons-ta-ter,constater,k&s-ta-te,57.43,
troi-siè-me,troisième,tRwa-zje-m°,57.43,
ac-te,acte,ak-t°,57.3,
pa-y-san,paysan,pe-i-z@,57.3,
fi-gu-rer,figurer,fi-gy-Re,57.23,
sur-fa-ce,surface,syR-fa-s°,57.09,
vain,vain,v5,57.03,
cra-ne,crane,kRa-n°,56.82,
a-bri,abri,a-bRi,56.76,
ré-u-nir,réunir,Re-y-niR,56.69,
en-nui,ennui,@-n8i,56.62,
a-ssie-tte,assiette,a-sje-t°,56.62,
chau-ssu-re,chaussure,So-sy-R°,56.49,
ré-sis-tan-ce,résistance,Re-zis-t@-s°,56.49,
vio-len-ce,violence,vjo-l@-s°,56.49,
ca-ve,cave,ka-v°,56.35,
fer-mé,fermé,feR-me,56.35,
de-ssin,dessin,de-s5,56.28,
four-nir,fournir,fuR-niR,56.28,
bleu,bleu,bl2,56.22,
ré-cit,récit,Re-si,56.15,
vé-ri-ta-ble,véritable,ve-Ri-ta-bl°,56.08,
cos-tu-me,costume,kos-ty-m°,55.88,
fou,fou,fu,55.81,
si-gner,signer,si-Ne,55.81,
juif,juif,Z8if,55.74,
ra-yon,rayon,Re-j&,55.74,
fu-sil,fusil,fy-zi,55.68,
co-lli-ne,colline,ko-li-n°,55.61,
ai-de,aide,e-d°,55.54,
de-voir,devoir,d°-vwaR,55.54,
a-llié,allié,a-lje,55.34,
a-ttra-per,attraper,a-tRa-pe,55.34,
é-ve-iller,éveiller,e-ve-je,55.27,
dan-ger,danger,d@-Ze,55.27,
a-ccom-plir,accomplir,a-k&-pliR,55.2,
pui-ssan-ce,puissance,p8i-s@-s°,55.2,
bo-nne,bonne,bo-n°,55.2,
con-ser-ver,conserver,k&-seR-ve,55.14,
vie-illard,vieillard,vje-jaR,55.14,
ra-dio,radio,Ra-djo,55.0,
tort,tort,toR,55.0,
e-ssu-yer,essuyer,e-sy-je,55.0,
lieu-te-nant,lieutenant,lj2-t°-n@,54.93,
ho-pi-tal,hopital,o-pi-tal,54.93,
dé-tour-ner,détourner,de-tuR-ne,54.86,
dia-ble,diable,dja-bl°,54.8,
re-cher-che,recherche,R°-SeR-S°,54.8,
cré-er,créer,kRe-e,54.8,
a-ccue-illir,accueillir,a-k2-jiR,54.73,
ra-ppro-cher,rapprocher,Ra-pRo-Se,54.66,
sau-va-ge,sauvage,so-va-Z°,54.66,
por-trait,portrait,poR-tRe,54.59,
bai-ser,baiser,be-ze,54.59,
mé-ri-ter,mériter,me-Ri-te,54.53,
pla-teau,plateau,pla-to,54.53,
lec-tu-re,lecture,lek-ty-R°,54.53,
poi-sson,poisson,pwa-s&,54.46,
re-mer-cier,remercier,R°-meR-sje,54.46,
