"word","len","freq","first_page","pron","syll","nbsyll","phlen","letter","syllable","word"
"sion","4","2","122","sj&","sj&","1","3","FALSE","TRUE","FALSE"
"sir","3","2","26","siR","siR","1","3","FALSE","TRUE","TRUE"
"sirène","6","4","92","siREn°","si-RE-n°","3","6","FALSE","FALSE","TRUE"
"six","3","8","75","sis","sis","1","3","FALSE","TRUE","TRUE"
"ski","3","4","83","ski","ski","1","3","FALSE","TRUE","TRUE"
"so","2","6","26","so","so","1","2","FALSE","TRUE","FALSE"
"soeur","5","6","94","s°R","s°R","1","3","FALSE","TRUE","TRUE"
"soi","3","2","79","swa","swa","1","3","FALSE","TRUE","TRUE"
"soigner","7","2","114","swaNe","swa-Ne","2","5","FALSE","FALSE","TRUE"
"soin","4","6","101","sw5","sw5","1","3","FALSE","TRUE","TRUE"
"soir","4","28","79","swaR","swaR","1","4","FALSE","TRUE","TRUE"
"soirée","6","6","118","swaRe","swa-Re","2","5","FALSE","FALSE","TRUE"
"soit","4","2","111","swa","swa","1","3","FALSE","TRUE","TRUE"
"sol","3","8","26","sol","sol","1","3","FALSE","TRUE","TRUE"
"soleil","6","8","98","solEj","so-lEj","2","5","FALSE","FALSE","TRUE"
"soleils","7","2","137","solEj","so-lEj","2","5","FALSE","FALSE","TRUE"
"solo","4","2","26","solo","so-lo","2","4","FALSE","FALSE","TRUE"
"solution","8","2","138","solysj&","so-ly-sj&","3","7","FALSE","FALSE","TRUE"
"sombre","6","4","60","s&bR°","s&-bR°","2","5","FALSE","FALSE","TRUE"
"sombres","7","2","64","s&bR°","s&-bR°","2","5","FALSE","FALSE","TRUE"
"somme","5","2","122","som°","so-m°","2","4","FALSE","FALSE","TRUE"
"sommeil","7","2","126","somEj","so-mEj","2","5","FALSE","FALSE","TRUE"
"son","3","88","60","s&","s&","1","2","FALSE","TRUE","TRUE"
"songeur","7","2","102","s&Z°R","s&-Z°R","2","5","FALSE","FALSE","TRUE"
"songeuse","8","2","137","s&Z°z°","s&-Z°-z°","3","6","FALSE","FALSE","TRUE"
"sonné","5","2","78","sone","so-ne","2","4","FALSE","FALSE","TRUE"
"sonnent","7","2","134","son°","so-n°","2","4","FALSE","FALSE","TRUE"
"sons","4","8","108","s&","s&","1","2","FALSE","TRUE","TRUE"
"sont","4","34","64","s&","s&","1","2","FALSE","TRUE","TRUE"
"sort","4","4","72","soR","soR","1","3","FALSE","TRUE","TRUE"
"sortie","6","2","124","soRti","soR-ti","2","5","FALSE","FALSE","TRUE"
"sortir","6","4","45","soRtiR","soR-tiR","2","6","FALSE","FALSE","TRUE"
"sortit","6","2","105","soRti","soR-ti","2","5","FALSE","FALSE","TRUE"
"sou","3","4","44","su","su","1","2","FALSE","TRUE","TRUE"
"souches","7","2","106","suS°","su-S°","2","4","FALSE","FALSE","TRUE"
"souci","5","4","96","susi","su-si","2","4","FALSE","FALSE","TRUE"
"soudain","7","6","67","sud5","su-d5","2","4","FALSE","FALSE","TRUE"
"souffle","7","2","57","sufl°","su-fl°","2","5","FALSE","FALSE","TRUE"
"soufflé","7","2","74","sufle","su-fle","2","5","FALSE","FALSE","TRUE"
"souhaiter","9","2","132","swete","swe-te","2","5","FALSE","FALSE","TRUE"
"souhaitons","10","2","140","swEt&","swE-t&","2","5","FALSE","FALSE","TRUE"
"soupe","5","2","49","sup°","su-p°","2","4","FALSE","FALSE","TRUE"
"souper","6","2","78","supe","su-pe","2","4","FALSE","FALSE","TRUE"
"soupire","7","2","82","supiR°","su-pi-R°","3","6","FALSE","FALSE","TRUE"
"souriant","8","2","74","suRj@","su-Rj@","2","5","FALSE","FALSE","TRUE"
"sourire","7","4","68","suRiR°","su-Ri-R°","3","6","FALSE","FALSE","TRUE"
"souris","6","12","45","suRi","su-Ri","2","4","FALSE","FALSE","TRUE"
"sous","4","14","53","su","su","1","2","FALSE","TRUE","TRUE"
"soustraction","12","2","138","sustRaksj&","sus-tRak-sj&","3","10","FALSE","FALSE","TRUE"
"souvenirs","9","2","86","suv°niR","su-v°-niR","3","7","FALSE","FALSE","TRUE"
"souvent","7","18","66","suv@","su-v@","2","4","FALSE","FALSE","TRUE"
"spéciale","8","2","96","spesjal°","spe-sja-l°","3","8","FALSE","FALSE","TRUE"
"spécialité","10","2","132","spesjalite","spe-sja-li-te","4","10","FALSE","FALSE","TRUE"
"spectacle","9","18","116","spEktakl°","spEk-ta-kl°","3","9","FALSE","FALSE","TRUE"
"spectacles","10","6","128","spEktakl°","spEk-ta-kl°","3","9","FALSE","FALSE","TRUE"
"spectateurs","11","8","116","spEktat°R","spEk-ta-t°R","3","9","FALSE","FALSE","TRUE"
"stade","5","2","72","stad°","sta-d°","2","5","FALSE","FALSE","TRUE"
"station","7","2","138","stasj&","sta-sj&","2","6","FALSE","FALSE","TRUE"
"sty","3","2","71","sti","sti","1","3","FALSE","TRUE","FALSE"
"stylo","5","6","71","stilo","sti-lo","2","5","FALSE","FALSE","TRUE"
"su","2","6","26","sy","sy","1","2","FALSE","TRUE","FALSE"
"suce","4","2","97","sys°","sy-s°","2","4","FALSE","FALSE","TRUE"
"sucre","5","4","101","sykR°","sy-kR°","2","5","FALSE","FALSE","TRUE"
"sucrées","7","2","132","sykRe","sy-kRe","2","5","FALSE","FALSE","TRUE"
"suis","4","20","61","syi","syi","1","3","FALSE","TRUE","TRUE"
"suite","5","2","130","syit°","syi-t°","2","5","FALSE","FALSE","TRUE"
"suites","6","2","75","syit°","syi-t°","2","5","FALSE","FALSE","TRUE"
"suivent","7","2","132","syiv°","syi-v°","2","5","FALSE","FALSE","TRUE"
"suivies","7","2","132","syivi","syi-vi","2","5","FALSE","FALSE","TRUE"
"suivre","6","2","70","syivR°","syi-vR°","2","6","FALSE","FALSE","TRUE"
"sul","3","2","26","syl","syl","1","3","FALSE","TRUE","FALSE"
"super","5","2","112","sypER","sy-pER","2","5","FALSE","FALSE","TRUE"
"superbe","7","2","137","sypERb°","sy-pER-b°","3","7","FALSE","FALSE","TRUE"
"sur","3","126","26","syR","syR","1","3","FALSE","TRUE","TRUE"
"sûr","3","4","126","syR","syR","1","3","FALSE","TRUE","TRUE"
"surnommé","8","2","124","syRnome","syR-no-me","3","7","FALSE","FALSE","TRUE"
"sursaut","7","2","126","syRso","syR-so","2","5","FALSE","FALSE","TRUE"
"surtout","7","2","76","syRtu","syR-tu","2","5","FALSE","FALSE","TRUE"
"suspends","8","2","96","sysp@","sys-p@","2","5","FALSE","FALSE","TRUE"
"sy","2","2","71","si","si","1","2","FALSE","TRUE","FALSE"
"syl","3","2","71","sil","sil","1","3","FALSE","TRUE","FALSE"
"syllabe","7","8","61","silab°","si-la-b°","3","6","FALSE","FALSE","TRUE"
"syllabes","8","2","112","silab°","si-la-b°","3","6","FALSE","FALSE","TRUE"
"sys","3","2","71","sis","sis","1","3","FALSE","TRUE","FALSE"
"t","1","8","45","t","t","1","1","TRUE","TRUE","FALSE"
"ta","2","18","45","ta","ta","1","2","FALSE","TRUE","TRUE"
"table","5","2","111","tabl°","ta-bl°","2","5","FALSE","FALSE","TRUE"
"tableau","7","2","139","tablo","ta-blo","2","5","FALSE","FALSE","TRUE"
"tac","3","4","82","tak","tak","1","3","FALSE","TRUE","TRUE"
"tache","5","2","56","taS°","ta-S°","2","4","FALSE","FALSE","TRUE"
"tai","3","2","93","tE","tE","1","2","FALSE","TRUE","FALSE"
"tal","3","2","45","tal","tal","1","3","FALSE","TRUE","FALSE"
"talent","6","2","70","tal@","ta-l@","2","4","FALSE","FALSE","TRUE"
"tamanoir","8","2","105","tamanwaR","ta-ma-nwaR","3","8","FALSE","FALSE","TRUE"
"tamarin","7","4","66","tamaR5","ta-ma-R5","3","6","FALSE","FALSE","TRUE"
"tambour","7","2","105","t@buR","t@-buR","2","5","FALSE","FALSE","TRUE"
"tan","3","2","56","t@","t@","1","2","FALSE","TRUE","FALSE"
"tandem","6","2","128","t@dEm","t@-dEm","2","5","FALSE","FALSE","TRUE"
"tant","4","2","56","t@","t@","1","2","FALSE","TRUE","TRUE"
"tapant","6","2","132","tap@","ta-p@","2","4","FALSE","FALSE","TRUE"
"tape","4","2","134","tap°","ta-p°","2","4","FALSE","FALSE","TRUE"
"tapis","5","12","45","tapi","ta-pi","2","4","FALSE","FALSE","TRUE"
"tard","4","8","45","taR","taR","1","3","FALSE","TRUE","TRUE"
"tartine","7","4","78","taRtin°","taR-ti-n°","3","7","FALSE","FALSE","TRUE"
"tartiner","8","2","78","taRtine","taR-ti-ne","3","7","FALSE","FALSE","TRUE"
"tartines","8","4","101","taRtin°","taR-ti-n°","3","7","FALSE","FALSE","TRUE"
"tarzan","6","2","105","taRz@","taR-z@","2","5","FALSE","FALSE","TRUE"
"tas","3","6","108","ta","ta","1","2","FALSE","TRUE","TRUE"
"tâta","4","2","108","tata","ta-ta","2","4","FALSE","FALSE","TRUE"
"tau","3","2","45","to","to","1","2","FALSE","TRUE","FALSE"
"taxer","5","2","134","takse","tak-se","2","5","FALSE","FALSE","TRUE"
"taxi","4","2","134","taksi","tak-si","2","5","FALSE","FALSE","TRUE"
"te","2","16","82","t°","t°","1","2","FALSE","TRUE","TRUE"
"té","2","2","45","te","te","1","2","FALSE","TRUE","FALSE"
"teau","4","2","45","to","to","1","2","FALSE","TRUE","FALSE"
"tein","4","2","67","t5","t5","1","2","FALSE","TRUE","FALSE"
"téléphone","9","6","79","telefon°","te-le-fo-n°","4","8","FALSE","FALSE","TRUE"
"téléphoné","9","2","132","telefone","te-le-fo-ne","4","8","FALSE","FALSE","TRUE"
"telle","5","2","116","tEl°","tE-l°","2","4","FALSE","FALSE","TRUE"
"témoin","6","4","101","temw5","te-mw5","2","5","FALSE","FALSE","TRUE"
"température","11","2","57","t@peRatyR°","t@-pe-Ra-ty-R°","5","10","FALSE","FALSE","TRUE"
"tempête","7","2","92","t@pEt°","t@-pE-t°","3","6","FALSE","FALSE","TRUE"
"temps","5","10","75","t@","t@","1","2","FALSE","TRUE","TRUE"
"ten","3","2","57","t@","t@","1","2","FALSE","TRUE","FALSE"
"tenant","6","2","120","t°n@","t°-n@","2","4","FALSE","FALSE","TRUE"
"tenons","6","2","137","t°n&","t°-n&","2","4","FALSE","FALSE","TRUE"
"tenta","5","2","108","t@ta","t@-ta","2","4","FALSE","FALSE","TRUE"
"tentant","7","2","108","t@t@","t@-t@","2","4","FALSE","FALSE","TRUE"
"tenté","5","2","108","t@te","t@-te","2","4","FALSE","FALSE","TRUE"
"tenue","5","2","111","t°ny","t°-ny","2","4","FALSE","FALSE","TRUE"
"terminé","7","2","140","tERmine","tER-mi-ne","3","7","FALSE","FALSE","TRUE"
"terminent","9","2","137","tERmin°","tER-mi-n°","3","7","FALSE","FALSE","TRUE"
"terrasse","8","2","45","tERas°","tE-Ra-s°","3","6","FALSE","FALSE","TRUE"
"terre","5","6","94","tER°","tE-R°","2","4","FALSE","FALSE","TRUE"
"terriers","8","2","123","tERje","tE-Rje","2","5","FALSE","FALSE","TRUE"
"tes","3","8","96","te","te","1","2","FALSE","TRUE","TRUE"
"teste","5","2","134","tEst°","tE-st°","2","5","FALSE","FALSE","TRUE"
"tête","4","18","92","tEt°","tE-t°","2","4","FALSE","FALSE","TRUE"
"teur","4","2","115","t°R","t°R","1","3","FALSE","TRUE","FALSE"
"texte","5","6","134","tEkst°","tE-kst°","2","6","FALSE","FALSE","TRUE"
"thons","5","2","116","t&","t&","1","2","FALSE","TRUE","TRUE"
"ti","2","2","45","ti","ti","1","2","FALSE","TRUE","FALSE"
"tien","4","2","123","tj5","tj5","1","3","FALSE","TRUE","TRUE"
"tient","5","2","116","tj5","tj5","1","3","FALSE","TRUE","TRUE"
"tigre","5","6","88","tigR°","ti-gR°","2","5","FALSE","FALSE","TRUE"
"tim","3","2","66","tim","tim","1","3","FALSE","TRUE","TRUE"
"timbre","6","2","66","t5bR°","t5-bR°","2","5","FALSE","FALSE","TRUE"
"tin","3","2","66","t5","t5","1","2","FALSE","TRUE","FALSE"
"tintamarre","10","2","66","t5tamaR°","t5-ta-ma-R°","4","8","FALSE","FALSE","TRUE"
"tinter","6","2","84","t5te","t5-te","2","4","FALSE","FALSE","TRUE"
"tir","3","2","45","tiR","tiR","1","3","FALSE","TRUE","FALSE"
"tirée","5","2","120","tiRe","ti-Re","2","4","FALSE","FALSE","TRUE"
"tirer","5","2","126","tiRe","ti-Re","2","4","FALSE","FALSE","TRUE"
"tiroir","6","10","45","tiRwaR","ti-RwaR","2","6","FALSE","FALSE","TRUE"
"tisane","6","2","105","tizan°","ti-za-n°","3","6","FALSE","FALSE","TRUE"
"tissu","5","2","74","tisy","ti-sy","2","4","FALSE","FALSE","TRUE"
"titinnent","9","2","104","t5tin°","t5-ti-n°","3","6","FALSE","FALSE","TRUE"
"to","2","2","45","to","to","1","2","FALSE","TRUE","FALSE"
"toi","3","22","79","twa","twa","1","3","FALSE","TRUE","TRUE"
"toiles","6","4","139","twal°","twa-l°","2","5","FALSE","FALSE","TRUE"
"toit","4","4","90","twa","twa","1","3","FALSE","TRUE","TRUE"
"tomba","5","2","105","t&ba","t&-ba","2","4","FALSE","FALSE","TRUE"
"tombe","5","2","104","t&b°","t&-b°","2","4","FALSE","FALSE","TRUE"
"ton","3","14","60","t&","t&","1","2","FALSE","TRUE","TRUE"
"tonneau","7","2","52","tono","to-no","2","4","FALSE","FALSE","TRUE"
"tonnerre","8","4","105","tonER°","to-nE-R°","3","6","FALSE","FALSE","TRUE"
"tonnes","6","2","89","ton°","to-n°","2","4","FALSE","FALSE","TRUE"
"tor","3","2","45","toR","toR","1","3","FALSE","TRUE","FALSE"
"tordu","5","2","96","toRdy","toR-dy","2","5","FALSE","FALSE","TRUE"
"tortues","7","2","108","toRty","toR-ty","2","5","FALSE","FALSE","TRUE"
"tou","3","2","45","tu","tu","1","2","FALSE","TRUE","FALSE"
"toujours","8","4","104","tuZuR","tu-ZuR","2","5","FALSE","FALSE","TRUE"
"toupie","6","2","45","tupi","tu-pi","2","4","FALSE","FALSE","TRUE"
"tour","4","12","45","tuR","tuR","1","3","FALSE","TRUE","TRUE"
"tourne","6","4","112","tuRn°","tuR-n°","2","5","FALSE","FALSE","TRUE"
"tourner","7","2","79","tuRne","tuR-ne","2","5","FALSE","FALSE","TRUE"
"tous","4","34","45","tus","tus","1","3","FALSE","TRUE","TRUE"
"tousses","7","2","48","tus°","tu-s°","2","4","FALSE","FALSE","TRUE"
"tout","4","56","67","tu","tu","1","2","FALSE","TRUE","TRUE"
"toute","5","6","126","tut°","tu-t°","2","4","FALSE","FALSE","TRUE"
"toutes","6","6","79","tut°","tu-t°","2","4","FALSE","FALSE","TRUE"
"toutou","6","2","45","tutu","tu-tu","2","4","FALSE","FALSE","TRUE"
"toux","4","2","131","tu","tu","1","2","FALSE","TRUE","TRUE"
"tra","3","2","45","tRa","tRa","1","3","FALSE","TRUE","FALSE"
"tracteur","8","2","115","tRakt°R","tRak-t°R","2","7","FALSE","FALSE","TRUE"
"trai","4","2","110","tRE","tRE","1","3","FALSE","TRUE","FALSE"
"train","5","6","67","tR5","tR5","1","3","FALSE","TRUE","TRUE"
"tramway","7","4","135","tRamwE","tRa-mwE","2","6","FALSE","FALSE","TRUE"
"tran","4","2","56","tR@","tR@","1","3","FALSE","TRUE","FALSE"
"transforme","10","2","83","tR@sfoRm°","tR@s-foR-m°","3","9","FALSE","FALSE","TRUE"
"travail","7","4","127","tRavaj","tRa-vaj","2","6","FALSE","FALSE","TRUE"
"travaillé","9","2","126","tRavaje","tRa-va-je","3","7","FALSE","FALSE","TRUE"
"traversée","9","2","110","tRavERse","tRa-vER-se","3","8","FALSE","FALSE","TRUE"
"traversent","10","2","86","tRavERs°","tRa-vER-s°","3","8","FALSE","FALSE","TRUE"
"traverser","9","2","68","tRavERse","tRa-vER-se","3","8","FALSE","FALSE","TRUE"
"treize","6","2","93","tREz°","tRE-z°","2","5","FALSE","FALSE","TRUE"
"trempé","6","2","67","tR@pe","tR@-pe","2","5","FALSE","FALSE","TRUE"
"tren","4","2","57","tR@","tR@","1","3","FALSE","TRUE","FALSE"
"très","4","42","67","tRE","tRE","1","3","FALSE","TRUE","TRUE"
"tresse","6","2","100","tREs°","tRE-s°","2","5","FALSE","FALSE","TRUE"
"tri","3","2","45","tRi","tRi","1","3","FALSE","TRUE","TRUE"
"trié","4","2","45","tRije","tRi-je","2","5","FALSE","FALSE","TRUE"
"trin","4","2","66","tR5","tR5","1","3","FALSE","TRUE","FALSE"
"triomphe","8","2","89","tRij&f°","tRi-j&-f°","3","7","FALSE","FALSE","TRUE"
"triste","6","2","80","tRist°","tRi-st°","2","6","FALSE","FALSE","TRUE"
"tro","3","2","45","tRo","tRo","1","3","FALSE","TRUE","FALSE"
"trois","5","24","45","tRwa","tRwa","1","4","FALSE","TRUE","TRUE"
"troisième","9","2","128","tRwazjEm°","tRwa-zjE-m°","3","9","FALSE","FALSE","TRUE"
"trombone","8","2","105","tR&bon°","tR&-bo-n°","3","7","FALSE","FALSE","TRUE"
"trompent","8","2","89","tR&p°","tR&-p°","2","5","FALSE","FALSE","TRUE"
"trompette","9","2","100","tR&pEt°","tR&-pE-t°","3","7","FALSE","FALSE","TRUE"
"tron","4","2","60","tR&","tR&","1","3","FALSE","TRUE","FALSE"
"trop","4","12","45","tRo","tRo","1","3","FALSE","TRUE","TRUE"
"tropicales","10","2","135","tRopikal°","tRo-pi-ka-l°","4","9","FALSE","FALSE","TRUE"
"trottent","8","2","108","tRot°","tRo-t°","2","5","FALSE","FALSE","TRUE"
"trottoir","8","2","110","tRotwaR","tRo-twaR","2","7","FALSE","FALSE","TRUE"
"trottoirs","9","2","108","tRotwaR","tRo-twaR","2","7","FALSE","FALSE","TRUE"
"trou","4","6","45","tRu","tRu","1","3","FALSE","TRUE","TRUE"
"trouille","8","2","127","tRuj°","tRu-j°","2","5","FALSE","FALSE","TRUE"
"trous","5","4","67","tRu","tRu","1","3","FALSE","TRUE","TRUE"
"trouve","6","16","48","tRuv°","tRu-v°","2","5","FALSE","FALSE","TRUE"
"trouvé","6","10","49","tRuve","tRu-ve","2","5","FALSE","FALSE","TRUE"
"trouver","7","10","102","tRuve","tRu-ve","2","5","FALSE","FALSE","TRUE"
"trouves","7","4","120","tRuv°","tRu-v°","2","5","FALSE","FALSE","TRUE"
"truc","4","2","112","tRyk","tRyk","1","4","FALSE","TRUE","TRUE"
"try","3","2","71","tRi","tRi","1","3","FALSE","TRUE","FALSE"
"tu","2","68","40","ty","ty","1","2","FALSE","TRUE","TRUE"
"tuyau","5","2","130","tyijo","tyi-jo","2","5","FALSE","FALSE","TRUE"
"ty","2","2","71","ti","ti","1","2","FALSE","TRUE","FALSE"
"u","1","14","23","y","y","1","1","TRUE","TRUE","FALSE"
"ul","2","8","23","yl","yl","1","2","FALSE","TRUE","FALSE"
"un","2","702","18","5","5","1","1","FALSE","TRUE","TRUE"
"une","3","240","18","yn°","y-n°","2","3","FALSE","FALSE","TRUE"
"uns","3","2","114","5","5","1","1","FALSE","TRUE","TRUE"
"up","2","2","31","yp","yp","1","2","FALSE","TRUE","FALSE"
"ur","2","4","23","yR","yR","1","2","FALSE","TRUE","FALSE"
"us","2","2","26","ys","ys","1","2","FALSE","TRUE","FALSE"
"use","3","2","70","yz","y-z°","2","3","FALSE","FALSE","TRUE"
"usé","3","2","70","yze","y-ze","2","3","FALSE","FALSE","TRUE"
"utilise","7","6","71","ytiliz°","y-ti-li-z°","4","7","FALSE","FALSE","TRUE"
"v","1","10","30","ve","ve","1","2","TRUE","TRUE","FALSE"
"va","2","32","30","va","va","1","2","FALSE","TRUE","TRUE"
"vacances","8","2","139","vak@s°","va-k@-s°","3","6","FALSE","FALSE","TRUE"
"vagissent","9","2","104","vaZis°","va-Zi-s°","3","6","FALSE","FALSE","TRUE"
"vague","5","2","118","vag°","va-g°","2","4","FALSE","FALSE","TRUE"
"vagues","6","2","98","vag°","va-g°","2","4","FALSE","FALSE","TRUE"
"vain","4","2","67","v5","v5","1","2","FALSE","TRUE","TRUE"
"vais","4","2","126","vE","vE","1","2","FALSE","TRUE","TRUE"
"val","3","4","30","val","val","1","3","FALSE","TRUE","FALSE"
"valentin","8","4","105","val@t5","va-l@-t5","3","6","FALSE","FALSE","TRUE"
"valise","6","2","70","valiz°","va-li-z°","3","6","FALSE","FALSE","TRUE"
"vallée","6","2","57","vale","va-le","2","4","FALSE","FALSE","TRUE"
"vallon","6","6","137","val&","va-l&","2","4","FALSE","FALSE","TRUE"
"valse","5","2","74","vals°","val-s°","2","5","FALSE","FALSE","TRUE"
"var","3","4","30","vaR","vaR","1","3","FALSE","TRUE","FALSE"
"vas","3","8","96","va","va","1","2","FALSE","TRUE","TRUE"
"vase","4","4","70","vaz°","va-z°","2","4","FALSE","FALSE","TRUE"
"vassili","7","2","30","vasili","va-si-li","3","6","FALSE","FALSE","TRUE"
"ve","2","4","30","v°","v°","1","2","FALSE","TRUE","FALSE"
"vé","2","6","35","ve","ve","1","2","FALSE","TRUE","FALSE"
"veau","4","2","41","vo","vo","1","2","FALSE","TRUE","TRUE"
"vélo","4","18","35","velo","ve-lo","2","4","FALSE","FALSE","TRUE"
"velu","4","2","30","v°ly","v°-ly","2","4","FALSE","FALSE","TRUE"
"vem","3","2","57","v@","v@","1","2","FALSE","TRUE","FALSE"
"ven","3","2","57","v@","v@","1","2","FALSE","TRUE","FALSE"
"vendre","6","4","123","v@dR°","v@-dR°","2","5","FALSE","FALSE","TRUE"
"venez","5","4","102","v°ne","v°-ne","2","4","FALSE","FALSE","TRUE"
"venir","5","12","102","v°niR","v°-niR","2","5","FALSE","FALSE","TRUE"
"vent","4","16","57","v@","v@","1","2","FALSE","TRUE","TRUE"
"ventre","6","4","57","v@tR°","v@-tR°","2","5","FALSE","FALSE","TRUE"
"ver","3","4","94","vER","vER","1","3","FALSE","TRUE","TRUE"
"véritable","9","2","71","veRitabl°","ve-Ri-ta-bl°","4","9","FALSE","FALSE","TRUE"
"verre","5","6","98","vER°","vE-R°","2","4","FALSE","FALSE","TRUE"
"vers","4","6","76","vER","vER","1","3","FALSE","TRUE","TRUE"
"verser","6","2","101","vERse","vER-se","2","5","FALSE","FALSE","TRUE"
"vert","4","6","92","vER","vER","1","3","FALSE","TRUE","TRUE"
"verte","5","4","135","vERt°","vER-t°","2","5","FALSE","FALSE","TRUE"
"vertes","6","2","111","vERt°","vER-t°","2","5","FALSE","FALSE","TRUE"
"veste","5","2","92","vEst°","vE-st°","2","5","FALSE","FALSE","TRUE"
"veut","4","2","108","v°","v°","1","2","FALSE","TRUE","TRUE"
"veux","4","6","93","v°","v°","1","2","FALSE","TRUE","TRUE"
"vi","2","6","30","vi","vi","1","2","FALSE","TRUE","FALSE"
"vide","4","2","131","vid°","vi-d°","2","4","FALSE","FALSE","TRUE"
"vie","3","2","140","vi","vi","1","2","FALSE","TRUE","TRUE"
"vieil","5","2","126","vjEj","vjEj","1","4","FALSE","TRUE","TRUE"
"vien","4","2","123","vj5","vj5","1","3","FALSE","TRUE","FALSE"
"viendront","9","2","110","vj5dR&","vj5-dR&","2","6","FALSE","FALSE","TRUE"
"viennent","8","4","128","vjEn°","vjE-n°","2","5","FALSE","FALSE","TRUE"
"viens","5","2","112","vj5","vj5","1","3","FALSE","TRUE","TRUE"
"vient","5","6","98","vj5","vj5","1","3","FALSE","TRUE","TRUE"
"vier","4","2","123","vje","vje","1","3","FALSE","TRUE","FALSE"
"vieux","5","2","122","vj°","vj°","1","3","FALSE","TRUE","TRUE"
"vil","3","4","30","vil","vil","1","3","FALSE","TRUE","TRUE"
"vilain","6","4","67","vil5","vi-l5","2","4","FALSE","FALSE","TRUE"
"villa","5","2","30","villa","vil-la","2","5","FALSE","FALSE","TRUE"
"village","7","6","104","vilaZ°","vi-la-Z°","3","6","FALSE","FALSE","TRUE"
"villages","8","2","86","vilaZ°","vi-la-Z°","3","6","FALSE","FALSE","TRUE"
"ville","5","28","53","vil°","vi-l°","2","4","FALSE","FALSE","TRUE"
"villes","6","2","71","vil°","vi-l°","2","4","FALSE","FALSE","TRUE"
"vin","3","6","66","v5","v5","1","2","FALSE","TRUE","TRUE"
"vion","4","2","122","vj&","vj&","1","3","FALSE","TRUE","FALSE"
"vir","3","8","30","viR","viR","1","3","FALSE","TRUE","FALSE"
"virulent","8","2","119","viRyl@","vi-Ry-l@","3","6","FALSE","FALSE","TRUE"
"vis","3","2","75","vis","vis","1","3","FALSE","TRUE","TRUE"
"visage","6","4","124","vizaZ°","vi-za-Z°","3","6","FALSE","FALSE","TRUE"
"visière","7","2","116","vizjER°","vi-zjE-R°","3","7","FALSE","FALSE","TRUE"
"visite","6","2","70","vizit°","vi-zi-t°","3","6","FALSE","FALSE","TRUE"
"vissa","5","2","30","visa","vi-sa","2","4","FALSE","FALSE","TRUE"
"vit","3","6","41","vi","vi","1","2","FALSE","TRUE","TRUE"
"vitamines","9","2","135","vitamin°","vi-ta-mi-n°","4","8","FALSE","FALSE","TRUE"
"vite","4","16","40","vit°","vi-t°","2","4","FALSE","FALSE","TRUE"
"vitesse","7","2","100","vitEs°","vi-tE-s°","3","6","FALSE","FALSE","TRUE"
"vivent","6","2","92","viv°","vi-v°","2","4","FALSE","FALSE","TRUE"
"vivre","5","2","137","vivR°","vi-vR°","2","5","FALSE","FALSE","TRUE"
"vla","3","2","62","vla","vla","1","3","FALSE","TRUE","FALSE"
